PLAYER,AVG_Birdies_22,# OF BIRDIES_22,AVG_Driv_22,TOTAL DISTANCE_22,TOTAL DRIVES_22,RANK_22,Avg Score_22,TOTAL STROKES_22,TOTAL ADJUSTMENT_22,AVG_SG:Tot_22,TOTAL SG:T_22,TOTAL SG:T2G_22,TOTAL SG:P_22,MEASURED ROUNDS_22,AVG_SGAppr_22,TOTAL SG:APP_22,MEASURED ROUNDS_SGAppr_22,%_GIReg_22,GREENS HIT_22,# HOLES_22,RELATIVE/PAR_22,AVG_PUT_22,TOTAL SG:PUTTING_22,MEASURED ROUNDS_PUT_22,%_Scram_22,PAR OR BETTER_22,MISSED GIR_22,%_Driv_Acc_22,FAIRWAYS HIT_22,POSSIBLE FAIRWAYS_22,Overall_Acc_22,AVG_SG_Driv_22,AVG_Birdies_23,# OF BIRDIES_23,AVG_Driv_23,TOTAL DISTANCE_23,TOTAL DRIVES_23,RANK_23,Avg Score_23,TOTAL STROKES_23,TOTAL ADJUSTMENT_23,AVG_SG:Tot_23,TOTAL SG:T_23,TOTAL SG:T2G_23,TOTAL SG:P_23,MEASURED ROUNDS_23,AVG_SGAppr_23,TOTAL SG:APP_23,MEASURED ROUNDS_SGAppr_23,%_GIReg_23,GREENS HIT_23,# HOLES_23,RELATIVE/PAR_23,AVG_PUT_23,TOTAL SG:PUTTING_23,MEASURED ROUNDS_PUT_23,%_Scram_23,PAR OR BETTER_23,MISSED GIR_23,%_Driv_Acc_23,FAIRWAYS HIT_23,POSSIBLE FAIRWAYS_23,Overall_Acc_23,AVG_SG_Driv_23,AVG_Birdies,# OF BIRDIES,AVG_Driv,TOTAL DISTANCE,TOTAL DRIVES,RANK,Avg Score,TOTAL STROKES,TOTAL ADJUSTMENT,AVG_SG:Tot,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS,AVG_SGAppr,TOTAL SG:APP,MEASURED ROUNDS_SGAppr,%_GIReg,GREENS HIT,# HOLES,RELATIVE/PAR,AVG_PUT,TOTAL SG:PUTTING,MEASURED ROUNDS_PUT,%_Scram,PAR OR BETTER,MISSED GIR,%_Driv_Acc,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Overall_Acc,AVG_SG_Driv
Zach Johnson,4.08,196,284.3,25016,88,136,71.174,4536,19.161,-0.203,-11.158,-21.208,10.051,55,-0.159,-8.769,55,64.58,744,1152,-0.27,0.183,10.051,55,55.39,226,408,63.65,569,894,0.41105169999999996,-0.3856,3.16,215,284.3,25016,88,122,71.274,4825,21.657,-0.429,-24.008,-30.096,6.092,56,-0.165,-6.602,40,0.6679,529,792,-0.25,0.475,18.995,40,61.22%,161,263,0.6586,623,946,0.43987894,-0.5374285714285715,4.08,196,284.3,25016,88,60,70.695,3354,39.381,0.386,15.442,-3.553,18.995,40,-0.165,-6.602,40,0.6679,529,792,-0.25,0.475,18.995,40,61.22%,161,263,0.6589,423,642,0.44007931000000006,-0.088825
Troy Merritt,4.08,257,292.7,35128,120,39,70.338,6398,2.765,0.506,37.465,17.01,20.458,74,0.046,3.413,74,63.31,1037,1638,-0.3,0.276,20.458,74,62.06,373,601,64.0,807,1261,0.405184,0.22986486486486488,3.76,346,292.7,35128,120,162,71.685,6501,94.004,-0.324,-22.694,7.355,-30.047,70,0.23,11.738,51,0.6565000000000001,709,1080,-0.31,-0.151,-7.725,51,59.03%,219,371,0.6583,842,1279,0.43217395000000003,0.10507142857142858,4.08,257,292.7,35128,120,123,71.302,4418,74.003,-0.066,-3.357,4.367,-7.725,51,0.23,11.738,51,0.6565000000000001,709,1080,-0.31,-0.151,-7.725,51,59.03%,219,371,0.652,562,862,0.4280380000000001,0.08562745098039215
Erik van Rooyen,4.08,290,304.2,40762,134,152,71.453,3410,19.76,-0.292,-11.661,1.647,-13.309,40,0.411,16.42,40,65.05,562,864,-0.28,-0.333,-13.309,40,51.66,156,302,61.41,409,666,0.39947204999999997,0.041175,4.08,318,304.2,40762,134,126,71.309,5488,74.114,-0.415,-23.266,-13.83,-9.432,56,0.165,10.242,62,0.6931999999999999,836,1206,-0.31,0.317,19.629,62,57.03%,211,370,0.5806,627,1080,0.40247192,-0.24696428571428572,4.08,290,304.2,40762,134,52,70.651,4946,70.216,0.593,36.78,17.153,19.629,62,0.165,10.242,62,0.6931999999999999,836,1206,-0.31,0.317,19.629,62,57.03%,211,370,0.5814,543,934,0.40302647999999996,0.27666129032258063
Patrick Cantlay,4.06,280,302.7,39356,130,6,69.468,4693,30.836,1.522,79.164,60.091,19.074,52,0.363,18.882,52,69.28,848,1224,-0.33,0.367,19.074,52,65.43,246,376,60.58,581,959,0.41969824,1.1555961538461539,4.5,324,302.7,39356,130,6,69.19,4956,25.696,1.869,115.862,96.979,18.884,62,0.024,1.329,55,0.6308,738,1170,-0.32,0.234,12.868,55,63.89%,276,432,0.6551,659,1006,0.41323708000000003,1.5641774193548388,4.06,280,302.7,39356,130,41,70.549,4820,47.865,0.664,36.529,23.661,12.868,55,0.024,1.329,55,0.6308,738,1170,-0.32,0.234,12.868,55,63.89%,276,432,0.5842,534,914,0.36851336000000007,0.4302
Adam Hadwin,4.06,313,297.6,43454,146,62,70.595,6307,46.569,0.678,51.493,41.837,9.658,76,0.274,20.825,76,67.84,1099,1620,-0.28,0.127,9.658,76,61.61,321,521,63.71,797,1251,0.43220864000000003,0.5504868421052632,3.89,342,297.6,43454,146,44,70.36,6143,48.655,0.709,57.448,21.432,36.022,81,-0.039,-2.576,66,0.6446,847,1314,-0.3,0.087,5.71,66,56.10%,262,467,0.6338,777,1226,0.40854747999999996,0.2645925925925926,4.06,313,297.6,43454,146,89,70.941,5417,45.46,0.116,7.634,1.923,5.71,66,-0.039,-2.576,66,0.6446,847,1314,-0.3,0.087,5.71,66,56.10%,262,467,0.6179,629,1018,0.39829834,0.029136363636363637
Rory McIlroy,4.06,280,320.2,44183,138,1,68.67,4134,-13.83,2.115,109.968,84.208,25.762,52,0.626,32.565,52,69.91,755,1080,-0.34,0.495,25.762,52,62.77,204,325,58.06,490,844,0.40589746,1.6193846153846154,4.3,275,320.2,44183,138,2,68.777,4411,-9.244,2.102,121.93,112.411,9.52,58,0.26,16.1,62,0.657,816,1242,-0.33,0.173,10.748,62,64.08%,273,426,0.5325,475,892,0.3498525,1.9381206896551724,4.06,280,320.2,44183,138,5,69.914,4812,12.037,1.412,87.535,76.789,10.748,62,0.26,16.1,62,0.657,816,1242,-0.33,0.173,10.748,62,64.08%,273,426,0.6029,580,962,0.3961053,1.2385322580645162
Jordan Spieth,4.04,283,306.9,42962,140,31,70.24,5161,36.742,0.839,51.204,63.828,-12.624,61,0.416,25.355,61,67.42,898,1332,-0.31,-0.207,-12.624,61,61.98,269,434,55.99,584,1043,0.37748458,1.046360655737705,3.81,274,306.9,42962,140,30,70.15,5049,1.803,0.71,44.006,38.704,5.302,62,-0.204,-12.862,63,0.6587000000000001,830,1260,-0.32,-0.006,-0.383,63,53.95%,232,430,0.5683,570,1003,0.37433921000000003,0.6242580645161291,4.04,283,306.9,42962,140,70,70.844,4924,35.066,0.265,16.708,17.091,-0.383,63,-0.204,-12.862,63,0.6587000000000001,830,1260,-0.32,-0.006,-0.383,63,53.95%,232,430,0.6245,612,980,0.4113581500000001,0.2712857142857143
Beau Hossler,4.03,278,299.3,38903,130,110,70.98,4974,-5.423,0.071,4.621,-41.974,46.599,65,-0.666,-43.294,65,63.49,800,1260,-0.28,0.717,46.599,65,58.7,270,460,52.09,510,979,0.33071941,-0.6457538461538461,3.89,428,299.3,38903,130,46,70.398,7669,74.794,0.45,39.626,19.918,19.713,88,-0.396,-24.941,63,0.6769,792,1170,-0.3,0.451,28.385,63,61.11%,231,378,0.5765,878,1523,0.39023284999999996,0.2263409090909091,4.03,278,299.3,38903,130,53,70.658,4815,60.408,0.386,24.339,-4.046,28.385,63,-0.396,-24.941,63,0.6769,792,1170,-0.3,0.451,28.385,63,61.11%,231,378,0.5677,545,960,0.38427612999999994,-0.06422222222222222
Corey Conners,4.02,350,301.2,52414,174,20,69.941,6064,20.892,1.143,81.121,88.16,-7.037,71,0.601,42.698,71,71.9,1126,1566,-0.27,-0.099,-7.037,71,59.09,260,440,66.83,814,1218,0.48050770000000004,1.2416901408450705,3.95,340,301.2,52414,174,29,70.144,5996,36.419,0.918,68.872,79.099,-10.226,75,0.776,60.501,78,0.7031000000000001,1101,1566,-0.3,-0.168,-13.114,78,56.56%,263,465,0.614,738,1202,0.4317034,1.0546533333333334,4.02,350,301.2,52414,174,16,70.24,6071,39.92,0.962,75.059,88.174,-13.114,78,0.776,60.501,78,0.7031000000000001,1101,1566,-0.3,-0.168,-13.114,78,56.56%,263,465,0.6429,783,1218,0.45202299000000007,1.1304358974358975
J.T. Poston,4.02,326,291.9,44953,154,36,70.295,6141,44.982,0.697,55.725,33.392,22.334,80,0.018,1.474,80,66.73,1057,1584,-0.28,0.279,22.334,80,64.9,342,527,59.45,730,1228,0.39670985000000003,0.41740000000000005,3.97,397,291.9,44953,154,34,70.202,6963,57.208,0.647,55.667,21.712,33.958,86,-0.126,-8.809,70,0.6479,898,1386,-0.3,0.184,12.872,70,59.22%,289,488,0.6047,843,1394,0.39178513000000004,0.25246511627906976,4.02,326,291.9,44953,154,72,70.861,5688,51.765,0.18,12.587,-0.283,12.872,70,-0.126,-8.809,70,0.6479,898,1386,-0.3,0.184,12.872,70,59.22%,289,488,0.6570999999999999,711,1082,0.42573509,-0.004042857142857142
Chris Kirk,4.0,300,299.1,42467,142,46,70.425,5888,27.674,0.999,62.907,64.97,-2.061,63,0.256,16.139,63,66.14,1000,1512,-0.27,-0.033,-2.061,63,62.89,322,512,64.5,754,1169,0.42660299999999995,1.0312698412698413,3.74,344,299.1,42467,142,49,70.417,6429,49.402,0.819,62.221,52.06,10.165,76,0.077,4.751,62,0.6502,831,1278,-0.29,-0.408,-25.285,62,59.73%,267,447,0.6135,789,1286,0.3988977,0.685,4.0,300,299.1,42467,142,103,71.072,5275,55.385,0.06,3.715,29.0,-25.285,62,0.077,4.751,62,0.6502,831,1278,-0.29,-0.408,-25.285,62,59.73%,267,447,0.6383,637,998,0.41502266,0.46774193548387094
Dylan Wu,3.98,259,294.2,36476,124,169,71.628,4756,43.07,-0.64,-32.656,-29.589,-3.064,51,-0.204,-10.414,51,66.58,803,1206,-0.25,-0.06,-3.064,51,57.32,231,403,58.86,548,931,0.39188987999999997,-0.5801764705882353,4.03,427,294.2,36476,124,61,70.545,7401,76.74,0.595,47.015,20.983,26.037,79,0.366,22.35,61,0.6747,753,1116,-0.29,0.158,9.608,61,60.06%,218,363,0.6045,888,1469,0.40785615000000003,0.2656075949367089,3.98,259,294.2,36476,124,97,71.002,4552,63.1,0.294,17.927,8.317,9.608,61,0.366,22.35,61,0.6747,753,1116,-0.29,0.158,9.608,61,60.06%,218,363,0.5792,512,884,0.39078624,0.13634426229508198
Cameron Young,3.98,322,308.9,50036,162,16,69.844,5711,16.185,1.265,88.567,78.711,9.859,70,0.098,6.851,70,64.91,958,1476,-0.34,0.141,9.859,70,62.55,324,518,58.67,677,1154,0.38082697,1.124442857142857,4.34,373,308.9,50036,162,57,70.515,6008,56.311,0.333,22.311,41.546,-19.232,67,0.116,8.381,72,0.6618999999999999,965,1458,-0.3,-0.235,-16.891,72,59.03%,291,493,0.5905,711,1204,0.39085195,0.6200895522388059,3.98,322,308.9,50036,162,69,70.841,5704,34.136,0.262,18.842,35.736,-16.891,72,0.116,8.381,72,0.6618999999999999,965,1458,-0.3,-0.235,-16.891,72,59.03%,291,493,0.5961,676,1134,0.39455858999999993,0.4963333333333333
Stephan Jaeger,3.97,290,308.8,42614,138,86,70.841,5988,33.445,0.107,7.817,5.828,1.992,73,0.177,12.934,73,63.46,971,1530,-0.3,0.027,1.992,73,60.11,336,559,57.02,670,1175,0.36184892,0.07983561643835617,4.06,495,308.8,42614,138,33,70.185,8462,100.615,0.834,89.268,98.88,-9.606,107,-0.083,-5.228,63,0.6473,804,1242,-0.29,-0.119,-7.523,63,59.13%,259,438,0.5786,979,1692,0.37452778,0.9241121495327103,3.97,290,308.8,42614,138,83,70.904,5131,44.996,0.271,17.096,24.621,-7.523,63,-0.083,-5.228,63,0.6473,804,1242,-0.29,-0.119,-7.523,63,59.13%,259,438,0.5888,597,1014,0.38113024,0.3908095238095238
Si Woo Kim,3.97,345,294.9,48960,166,98,70.916,6893,56.773,0.227,18.401,51.134,-32.731,81,0.072,5.864,81,65.59,1157,1764,-0.29,-0.404,-32.731,81,61.45,373,607,64.01,882,1378,0.4198415900000001,0.6312839506172839,3.81,381,294.9,48960,166,36,70.229,6991,31.857,0.676,58.131,84.625,-26.492,86,0.486,35.995,74,0.6486,969,1494,-0.3,-0.291,-21.513,74,63.62%,334,525,0.6779999999999999,941,1388,0.43975079999999994,0.9840116279069767,3.97,345,294.9,48960,166,27,70.365,6069,52.743,0.701,51.852,73.366,-21.513,74,0.486,35.995,74,0.6486,969,1494,-0.3,-0.291,-21.513,74,63.62%,334,525,0.6727,779,1158,0.43631321999999995,0.9914324324324324
Davis Riley,3.97,254,302.8,36940,122,32,70.259,6570,34.325,0.578,47.409,38.631,8.776,82,0.161,13.23,82,66.96,1133,1692,-0.32,0.107,8.776,82,57.78,323,559,61.93,807,1303,0.41468327999999993,0.471109756097561,3.9,398,302.8,36940,122,107,71.038,7191,54.893,-0.112,-8.54,1.612,-10.145,76,-0.411,-24.242,59,0.6420999999999999,705,1098,-0.3,0.242,14.289,59,58.52%,230,393,0.5892000000000001,829,1407,0.37832531999999996,0.021210526315789475,3.97,254,302.8,36940,122,153,71.733,4509,81.904,-0.58,-34.209,-48.498,14.289,59,-0.411,-24.242,59,0.6420999999999999,705,1098,-0.3,0.242,14.289,59,58.52%,230,393,0.5753,504,876,0.36940012999999994,-0.822
Keegan Bradley,3.95,312,305.5,48263,158,40,70.354,5612,16.288,1.053,69.502,65.1,4.403,66,0.437,28.854,66,66.18,953,1440,-0.29,0.067,4.403,66,58.32,284,487,59.77,667,1116,0.3955578600000001,0.9863636363636363,4.17,342,305.5,48263,158,24,70.05,5724,20.127,0.885,59.325,29.376,29.951,67,0.301,21.405,71,0.6709,954,1422,-0.3,-0.141,-10.045,71,56.41%,264,468,0.5849,668,1142,0.39240941,0.4384477611940299,3.95,312,305.5,48263,158,63,70.748,5553,36.109,0.34,24.168,34.212,-10.045,71,0.301,21.405,71,0.6709,954,1422,-0.3,-0.141,-10.045,71,56.41%,264,468,0.6255,693,1108,0.41964795,0.48185915492957754
Mark Hubbard,3.94,319,293.9,45261,154,34,70.284,4728,51.308,0.6,32.998,19.847,13.154,55,0.494,27.158,55,68.3,836,1224,-0.31,0.239,13.154,55,63.92,248,388,62.78,592,943,0.4287874,0.3608545454545455,3.84,446,293.9,45261,154,65,70.561,8112,73.052,0.614,54.611,52.833,1.784,89,0.189,13.428,71,0.6638,920,1386,-0.3,0.025,1.764,71,60.52%,282,466,0.6123,987,1612,0.4064447399999999,0.593629213483146,3.94,319,293.9,45261,154,49,70.623,5651,69.425,0.309,21.949,20.186,1.764,71,0.189,13.428,71,0.6638,920,1386,-0.3,0.025,1.764,71,60.52%,282,466,0.6637000000000001,746,1124,0.44056406000000004,0.28430985915492957
Andrew Novak,3.94,264,299.5,38332,128,145,71.303,5367,52.004,-0.322,-17.361,5.883,-23.24,54,0.164,8.863,54,65.06,890,1368,-0.26,-0.43,-23.24,54,62.13,297,478,56.33,592,1051,0.36648298,0.10894444444444444,3.69,351,299.5,38332,128,100,70.973,6661,81.418,0.314,21.336,13.47,7.868,68,0.474,29.882,63,0.7014,808,1152,-0.31,0.068,4.301,63,61.92%,213,344,0.5844,772,1321,0.40989816,0.19808823529411765,3.94,264,299.5,38332,128,22,70.336,4646,66.479,0.812,51.134,46.832,4.301,63,0.474,29.882,63,0.7014,808,1152,-0.31,0.068,4.301,63,61.92%,213,344,0.5832999999999999,546,936,0.40912661999999994,0.7433650793650793
Patrick Rodgers,3.94,307,306.4,47804,156,62,70.595,5976,24.587,0.563,38.854,13.99,24.867,69,0.091,6.283,69,68.17,1043,1530,-0.27,0.36,24.867,69,59.34,289,487,50.98,601,1179,0.34753066,0.2027536231884058,3.71,378,306.4,47804,156,41,70.321,7137,35.723,0.493,41.37,27.817,13.559,84,-0.203,-15.422,76,0.6887000000000001,967,1404,-0.29,0.06,4.588,76,59.73%,261,437,0.5405,760,1406,0.37224235000000006,0.3311547619047619,3.94,307,306.4,47804,156,79,70.879,5459,69.583,0.201,15.295,10.705,4.588,76,-0.203,-15.422,76,0.6887000000000001,967,1404,-0.29,0.06,4.588,76,59.73%,261,437,0.5619,626,1114,0.38698053000000004,0.14085526315789473
Adam Scott,3.94,280,307.1,43612,142,51,70.506,5046,30.456,0.619,39.006,21.435,17.573,63,0.256,16.147,63,67.67,877,1296,-0.31,0.279,17.573,63,57.76,242,419,55.34,560,1012,0.37448578000000005,0.34023809523809523,4.29,292,307.1,43612,142,26,70.101,4747,19.898,0.927,48.209,24.201,24.009,52,0.114,7.041,62,0.6635,848,1278,-0.31,0.398,24.698,62,62.09%,267,430,0.5327000000000001,505,948,0.35344645,0.46540384615384617,3.94,280,307.1,43612,142,6,69.969,4944,23.807,0.938,58.174,33.475,24.698,62,0.114,7.041,62,0.6635,848,1278,-0.31,0.398,24.698,62,62.09%,267,430,0.5828,577,990,0.38668779999999997,0.5399193548387097
Matt Wallace,3.94,248,299.3,35920,120,151,71.4,3974,24.407,-0.685,-33.556,-33.393,-0.16,49,-0.109,-5.336,49,65.97,665,1008,-0.26,-0.003,-0.16,49,54.81,188,343,58.98,453,768,0.38909106,-0.6814897959183673,3.54,297,299.3,35920,120,101,70.98,5942,20.308,-0.052,-3.494,-1.503,-1.987,67,0.265,14.598,55,0.6981,754,1080,-0.28,0.131,7.185,55,61.96%,202,326,0.5484,634,1156,0.38283804000000005,-0.02243283582089552,3.94,248,299.3,35920,120,44,70.584,4382,64.783,0.415,22.846,15.66,7.185,55,0.265,14.598,55,0.6981,754,1080,-0.28,0.131,7.185,55,61.96%,202,326,0.5493,457,832,0.38346633,0.2847272727272727
J.J. Spaun,3.92,239,298.5,36423,122,68,70.669,6674,39.6,0.308,22.493,15.189,7.304,73,0.127,9.294,73,67.02,1146,1710,-0.29,0.1,7.304,73,60.11,339,564,64.11,843,1315,0.42966521999999996,0.20806849315068493,3.84,392,298.5,36423,122,51,70.424,7097,86.298,0.587,48.683,66.315,-17.628,83,0.502,29.59,59,0.6967,765,1098,-0.29,-0.006,-0.342,59,58.56%,195,333,0.6369,907,1424,0.44372823,0.7989759036144578,3.92,239,298.5,36423,122,76,70.875,4268,55.356,0.375,22.12,22.461,-0.342,59,0.502,29.59,59,0.6967,765,1098,-0.29,-0.006,-0.342,59,58.56%,195,333,0.5837,502,860,0.40666378999999997,0.38069491525423726
Lanto Griffin,3.91,219,305.3,31754,104,73,70.735,5502,15.309,0.292,19.857,11.636,8.219,68,0.438,29.79,68,65.46,919,1404,-0.3,0.121,8.219,68,59.38,288,485,58.31,628,1077,0.38169726,0.1711176470588235,3.42,195,305.3,31754,104,166,71.754,4038,51.965,-0.295,-13.27,-15.122,1.855,45,0.11,5.184,47,0.7073,662,936,-0.27,-0.202,-9.496,47,54.74%,150,274,0.6365,506,795,0.45019644999999997,-0.3360444444444444,3.91,219,305.3,31754,104,119,71.255,3927,63.303,-0.142,-6.68,2.814,-9.496,47,0.11,5.184,47,0.7073,662,936,-0.27,-0.202,-9.496,47,54.74%,150,274,0.5792,417,720,0.40966816000000006,0.05987234042553192
Hideki Matsuyama,3.91,274,299.8,41966,140,27,70.116,5003,45.366,1.015,57.876,59.492,-1.615,57,0.711,40.499,57,68.29,885,1296,-0.32,-0.028,-1.615,57,64.23,264,411,59.37,602,1014,0.40543773,1.043719298245614,3.84,334,299.8,41966,140,32,70.181,6085,20.766,0.902,63.106,71.409,-8.302,70,0.492,29.527,60,0.6659,839,1260,-0.29,-0.082,-4.941,60,67.93%,286,421,0.5952000000000001,719,1208,0.3963436800000001,1.0201285714285715,3.91,274,299.8,41966,140,12,70.109,4874,33.638,1.377,82.632,87.573,-4.941,60,0.492,29.527,60,0.6659,839,1260,-0.29,-0.082,-4.941,60,67.93%,286,421,0.5967,586,982,0.39734253,1.45955
Shane Lowry,3.89,284,300.4,42049,140,9,69.661,4040,0.338,1.175,56.404,48.628,7.778,48,0.679,32.579,48,67.91,709,1044,-0.28,0.162,7.778,48,67.46,226,335,61.36,497,810,0.41669575999999997,1.0130833333333333,3.48,216,300.4,42049,140,28,70.132,4367,-18.811,0.822,46.059,52.463,-6.4,56,0.531,32.407,61,0.6698000000000001,844,1260,-0.3,-0.076,-4.657,61,58.65%,244,416,0.64,553,864,0.42867200000000005,0.9368392857142858,3.89,284,300.4,42049,140,24,70.342,5112,22.963,0.657,40.052,44.712,-4.657,61,0.531,32.407,61,0.6698000000000001,844,1260,-0.3,-0.076,-4.657,61,58.65%,244,416,0.6602,647,980,0.44220196000000006,0.7329836065573772
Denny McCarthy,3.88,322,291.3,48358,166,22,69.971,6981,16.085,0.837,72.795,1.626,71.169,87,-0.059,-5.166,87,65.33,1176,1800,-0.28,0.818,71.169,87,65.54,409,624,64.49,897,1391,0.42131317,0.01868965517241379,3.87,387,291.3,48358,166,17,69.825,6942,40.467,1.004,88.327,24.649,63.682,88,-0.009,-0.673,76,0.6218,929,1494,-0.32,0.686,52.123,76,65.84%,372,565,0.615,853,1387,0.382407,0.2801022727272727,3.88,322,291.3,48358,166,38,70.506,5813,39.034,0.698,53.042,0.92,52.123,76,-0.009,-0.673,76,0.6218,929,1494,-0.32,0.686,52.123,76,65.84%,372,565,0.6236999999999999,726,1164,0.38781666,0.012105263157894737
Aaron Rai,3.88,345,293.8,50537,172,66,70.637,6245,41.677,0.383,26.448,33.794,-7.343,69,0.301,20.773,69,68.79,1102,1602,-0.25,-0.106,-7.343,69,60.2,301,500,67.37,832,1235,0.4634382300000001,0.48976811594202896,3.85,404,293.8,50537,172,46,70.398,7325,66.78,0.615,53.524,76.325,-22.794,87,0.676,50.694,75,0.7158,1108,1548,-0.28,0.054,4.082,75,63.18%,278,440,0.6872,1002,1458,0.49189776,0.8772988505747127,3.88,345,293.8,50537,172,10,70.027,6167,65.43,1.185,88.874,84.793,4.082,75,0.676,50.694,75,0.7158,1108,1548,-0.28,0.054,4.082,75,63.18%,278,440,0.7202,857,1190,0.51551916,1.1305733333333334
Matt Fitzpatrick,3.87,275,299.0,42456,142,3,69.217,4865,-19.784,1.792,86.035,65.65,20.385,48,0.28,13.433,48,66.83,842,1260,-0.27,0.425,20.385,48,69.62,291,418,63.38,618,975,0.42356854000000005,1.3677083333333335,3.74,273,299.0,42456,142,25,70.079,5107,8.783,0.921,58.036,24.972,33.066,63,-0.122,-7.574,62,0.644,823,1278,-0.31,0.416,25.813,62,61.76%,281,455,0.5661,578,1021,0.3645684,0.3963809523809524,3.87,275,299.0,42456,142,64,70.751,4996,27.316,0.406,25.157,-0.656,25.813,62,-0.122,-7.574,62,0.644,823,1278,-0.31,0.416,25.813,62,61.76%,281,455,0.6318,628,994,0.40687920000000005,-0.010580645161290323
Brian Harman,3.87,321,293.5,48729,166,29,70.195,6361,26.789,0.608,46.229,37.228,9.0,76,0.177,13.423,76,67.09,1099,1638,-0.27,0.118,9.0,76,62.89,339,539,66.56,846,1271,0.44655104,0.4898421052631579,3.88,361,293.5,48729,166,21,69.978,6443,64.96,0.68,53.696,22.176,31.522,79,0.328,24.898,76,0.6533,976,1494,-0.31,0.28,21.25,76,61.58%,319,518,0.6681999999999999,866,1296,0.4365350599999999,0.28070886075949364,3.87,321,293.5,48729,166,32,70.434,5811,35.034,0.773,58.723,37.474,21.25,76,0.328,24.898,76,0.6533,976,1494,-0.31,0.28,21.25,76,61.58%,319,518,0.6629,769,1160,0.43307257000000005,0.493078947368421
Billy Horschel,3.87,306,299.4,45502,152,25,70.023,4886,15.591,1.031,56.702,32.066,24.636,55,-0.067,-3.699,55,68.17,859,1260,-0.28,0.448,24.636,55,62.59,251,401,65.05,644,990,0.44344585,0.5830181818181819,3.55,227,299.4,45502,152,108,71.042,4537,9.657,0.028,1.458,-15.794,17.256,53,0.007,0.441,67,0.6645,909,1368,-0.3,0.442,29.631,67,63.62%,292,459,0.6256,558,892,0.4157112,-0.298,3.87,306,299.4,45502,152,4,69.875,5490,30.104,0.731,48.988,19.356,29.631,67,0.007,0.441,67,0.6645,909,1368,-0.3,0.442,29.631,67,63.62%,292,459,0.6376,672,1054,0.42368519999999993,0.2888955223880597
Henrik Norlander,3.86,170,293.2,25799,88,147,71.365,5091,47.29,-0.478,-28.674,-0.118,-28.555,60,0.158,9.503,60,68.13,883,1296,-0.24,-0.476,-28.555,60,57.63,238,413,62.35,621,996,0.42479055,-0.0019666666666666665,3.46,315,293.2,25799,88,140,71.484,6414,91.055,-0.424,-28.857,-9.87,-18.982,68,0.498,17.918,36,0.7071,560,792,-0.28,-0.305,-10.98,36,66.38%,154,232,0.621,788,1269,0.4391091,-0.1451470588235294,3.86,170,293.2,25799,88,84,70.912,3059,61.148,0.192,6.897,17.876,-10.98,36,0.498,17.918,36,0.7071,560,792,-0.28,-0.305,-10.98,36,66.38%,154,232,0.6547,436,666,0.46293836999999993,0.4965555555555556
Russell Henley,3.85,281,291.3,42534,146,19,69.933,5424,30.8,1.192,75.082,85.274,-10.19,63,0.969,61.05,63,70.94,996,1404,-0.3,-0.162,-10.19,63,56.86,232,408,67.52,740,1096,0.47898687999999995,1.3535555555555556,3.98,334,291.3,42534,146,16,69.759,5822,37.771,0.882,64.369,73.219,-8.849,73,0.343,21.925,64,0.6498999999999999,854,1314,-0.31,0.304,19.447,64,65.00%,299,460,0.7256999999999999,852,1174,0.4716324299999999,1.003,3.85,281,291.3,42534,146,14,70.215,5094,31.679,0.95,60.797,41.349,19.447,64,0.343,21.925,64,0.6498999999999999,854,1314,-0.31,0.304,19.447,64,65.00%,299,460,0.6949,713,1026,0.45161550999999994,0.646078125
Chad Ramey,3.84,242,293.0,35160,120,138,71.208,5160,38.173,-0.51,-28.077,-16.809,-11.267,55,0.053,2.941,55,65.91,866,1314,-0.28,-0.205,-11.267,55,55.36,248,448,64.93,659,1015,0.4279536300000001,-0.30561818181818184,3.89,393,293.0,35160,120,130,71.368,7112,96.213,-0.016,-1.426,-29.584,28.162,89,-0.414,-22.745,55,0.6602,713,1080,-0.28,0.351,19.322,55,59.40%,218,367,0.6089,858,1409,0.40199578,-0.33240449438202246,3.84,242,293.0,35160,120,122,71.289,4432,59.19,-0.169,-9.277,-28.602,19.322,55,-0.414,-22.745,55,0.6602,713,1080,-0.28,0.351,19.322,55,59.40%,218,367,0.6256,528,844,0.41302112,-0.5200363636363636
Lucas Glover,3.82,279,287.6,41992,146,142,71.27,6583,45.093,-0.195,-15.971,30.603,-46.572,82,0.368,30.159,82,68.28,1143,1674,-0.25,-0.568,-46.572,82,54.43,289,531,67.54,880,1303,0.4611631200000001,0.37320731707317073,4.04,404,287.6,41992,146,93,70.874,6989,98.369,0.444,35.485,62.975,-27.489,80,0.511,33.748,66,0.6659,875,1314,-0.29,-0.327,-21.602,66,56.26%,247,439,0.6886,962,1397,0.45853874,0.7871875,3.82,279,287.6,41992,146,95,70.993,5146,36.492,0.312,20.6,42.2,-21.602,66,0.511,33.748,66,0.6659,875,1314,-0.29,-0.327,-21.602,66,56.26%,247,439,0.6831,735,1076,0.45487629000000007,0.6393939393939394
