PLAYER,AVG_Birdies_22,# OF BIRDIES_22,AVG_Driv_22,TOTAL DISTANCE_22,TOTAL DRIVES_22,RANK_22,Avg Score_22,TOTAL STROKES_22,TOTAL ADJUSTMENT_22,AVG_SG:Tot_22,TOTAL SG:T_22,TOTAL SG:T2G_22,TOTAL SG:P_22,MEASURED ROUNDS_22,AVG_SGAppr_22,TOTAL SG:APP_22,MEASURED ROUNDS_SGAppr_22,%_GIReg_22,GREENS HIT_22,# HOLES_22,RELATIVE/PAR_22,AVG_PUT_22,TOTAL SG:PUTTING_22,MEASURED ROUNDS_PUT_22,%_Scram_22,PAR OR BETTER_22,MISSED GIR_22,%_Driv_Acc_22,FAIRWAYS HIT_22,POSSIBLE FAIRWAYS_22,Overall_Acc_22,AVG_SG_Driv_22,AVG_Birdies_23,# OF BIRDIES_23,AVG_Driv_23,TOTAL DISTANCE_23,TOTAL DRIVES_23,RANK_23,Avg Score_23,TOTAL STROKES_23,TOTAL ADJUSTMENT_23,AVG_SG:Tot_23,TOTAL SG:T_23,TOTAL SG:T2G_23,TOTAL SG:P_23,MEASURED ROUNDS_23,AVG_SGAppr_23,TOTAL SG:APP_23,MEASURED ROUNDS_SGAppr_23,%_GIReg_23,GREENS HIT_23,# HOLES_23,RELATIVE/PAR_23,AVG_PUT_23,TOTAL SG:PUTTING_23,MEASURED ROUNDS_PUT_23,%_Scram_23,PAR OR BETTER_23,MISSED GIR_23,%_Driv_Acc_23,FAIRWAYS HIT_23,POSSIBLE FAIRWAYS_23,Overall_Acc_23,AVG_SG_Driv_23,AVG_Birdies,# OF BIRDIES,AVG_Driv,TOTAL DISTANCE,TOTAL DRIVES,RANK,Avg Score,TOTAL STROKES,TOTAL ADJUSTMENT,AVG_SG:Tot,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS,AVG_SGAppr,TOTAL SG:APP,MEASURED ROUNDS_SGAppr,%_GIReg,GREENS HIT,# HOLES,RELATIVE/PAR,AVG_PUT,TOTAL SG:PUTTING,MEASURED ROUNDS_PUT,%_Scram,PAR OR BETTER,MISSED GIR,%_Driv_Acc,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Overall_Acc,AVG_SG_Driv
Alex Smalley,3.82,214,304.5,31670,104,56,70.535,6521,38.798,0.12,8.973,26.437,-17.462,75,0.26,19.522,75,68.28,1143,1674,-0.27,-0.233,-17.462,75,60.45,321,531,60.41,775,1283,0.41247947999999995,0.3524933333333333,3.73,418,304.5,31670,104,62,70.556,7829,73.241,0.385,35.816,63.618,-27.795,93,-0.162,-7.468,46,0.688,644,936,-0.27,-0.533,-24.513,46,55.48%,162,292,0.5884,915,1555,0.4048192,0.6840645161290323,3.82,214,304.5,31670,104,149,71.641,3946,65.891,-0.671,-30.859,-6.348,-24.513,46,-0.162,-7.468,46,0.688,644,936,-0.27,-0.533,-24.513,46,55.48%,162,292,0.59,459,778,0.40591999999999995,-0.13799999999999998
Alex Noren,3.81,278,295.5,40775,138,57,70.545,4478,36.886,0.482,23.154,1.236,21.92,48,0.002,0.089,48,65.71,757,1152,-0.28,0.457,21.92,48,64.56,255,395,56.22,497,884,0.36942161999999995,0.02575,3.64,335,295.5,40775,138,50,70.422,6444,34.838,0.601,43.884,9.215,34.672,73,0.286,17.168,60,0.6828,848,1242,-0.27,0.213,12.753,60,67.26%,265,394,0.5495,700,1274,0.3751986,0.12623287671232877,3.81,278,295.5,40775,138,7,70.005,5067,43.369,1.011,60.644,47.892,12.753,60,0.286,17.168,60,0.6828,848,1242,-0.27,0.213,12.753,60,67.26%,265,394,0.6378,611,958,0.43548984,0.7982
Christiaan Bezuidenhout,3.8,304,290.7,44184,152,38,70.32,5596,29.564,0.753,41.413,5.516,35.898,55,0.12,6.627,55,66.04,951,1440,-0.27,0.653,35.898,55,66.05,323,489,62.4,697,1117,0.41208960000000006,0.1002909090909091,3.52,313,290.7,44184,152,79,70.747,6242,54.441,0.215,17.001,-1.848,18.856,79,0.237,17.078,72,0.6206,849,1368,-0.31,0.459,33.062,72,64.93%,337,519,0.6145,762,1240,0.38135870000000005,-0.02339240506329114,3.8,304,290.7,44184,152,26,70.363,5591,38.057,0.641,46.134,13.072,33.062,72,0.237,17.078,72,0.6206,849,1368,-0.31,0.459,33.062,72,64.93%,337,519,0.5949,630,1059,0.36919494,0.18155555555555555
Nick Hardy,3.8,262,303.2,41535,137,87,70.845,4150,29.826,0.115,5.181,-2.672,7.855,45,-0.134,-6.044,45,68.74,730,1062,-0.28,0.175,7.855,45,54.82,182,332,57.73,474,821,0.39683601999999996,-0.05937777777777778,3.93,464,303.2,41535,137,77,70.694,8255,86.883,0.144,12.841,8.613,4.236,89,0.188,12.198,65,0.6981,867,1242,-0.27,-0.195,-12.651,65,56.80%,213,375,0.5728,940,1641,0.39987168,0.0967752808988764,3.8,262,303.2,41535,137,142,71.504,4864,69.783,-0.212,-13.801,-1.153,-12.651,65,0.188,12.198,65,0.6981,867,1242,-0.27,-0.195,-12.651,65,56.80%,213,375,0.5608,572,1020,0.39149448000000003,-0.01773846153846154
Brendon Todd,3.79,330,280.4,48798,174,47,70.439,5808,38.405,0.519,36.337,-18.311,54.65,70,-0.065,-4.564,70,64.99,971,1494,-0.28,0.781,54.65,70,64.44,337,523,69.31,795,1147,0.45044569,-0.2615857142857143,4.05,421,280.4,48798,174,41,70.321,7242,71.42,0.735,63.24,25.306,37.936,86,-0.242,-19.826,82,0.6405,1003,1566,-0.3,0.431,35.349,82,61.28%,345,563,0.6792,991,1459,0.4350276,0.2942558139534884,3.79,330,280.4,48798,174,78,70.878,6114,52.354,0.115,9.426,-25.924,35.349,82,-0.242,-19.826,82,0.6405,1003,1566,-0.3,0.431,35.349,82,61.28%,345,563,0.6944,843,1214,0.44476319999999997,-0.31614634146341464
Martin Laird,3.78,208,289.4,29813,103,58,70.574,4637,20.888,0.39,23.79,52.432,-28.64,61,0.444,27.106,61,68.77,817,1188,-0.24,-0.47,-28.64,61,63.34,235,371,68.19,626,918,0.4689426299999999,0.8595409836065574,3.76,331,289.4,29813,103,132,71.386,6192,89.958,-0.234,-15.896,-12.506,-3.387,68,-0.441,-20.741,47,0.6688,626,936,-0.26,0.269,12.633,47,62.26%,193,310,0.6579,804,1222,0.44000352,-0.18391176470588236,3.78,208,289.4,29813,103,131,71.355,3871,53.525,-0.295,-13.848,-26.482,12.633,47,-0.441,-20.741,47,0.6688,626,936,-0.26,0.269,12.633,47,62.26%,193,310,0.5859000000000001,457,780,0.39184992,-0.5634468085106383
Brandon Wu,3.78,242,294.1,35592,121,113,71.006,5203,51.45,-0.195,-9.737,-6.492,-3.242,50,-0.019,-0.964,50,69.22,922,1332,-0.27,-0.065,-3.242,50,57.8,237,410,62.12,638,1027,0.42999464,-0.12984,3.98,458,294.1,35592,121,78,70.72,8025,107.822,0.107,9.108,22.824,-13.71,85,-0.011,-0.573,52,0.6629999999999999,728,1098,-0.28,-0.038,-1.968,52,57.84%,214,370,0.6164000000000001,982,1593,0.4086732,0.2685176470588235,3.78,242,294.1,35592,121,136,71.401,4510,59.652,-0.251,-13.04,-11.075,-1.968,52,-0.011,-0.573,52,0.6629999999999999,728,1098,-0.28,-0.038,-1.968,52,57.84%,214,370,0.6128,554,904,0.40628639999999994,-0.21298076923076922
Chesson Hadley,3.77,211,303.1,31518,104,162,71.565,5658,67.197,-0.173,-11.057,-43.759,32.704,64,-0.003,-0.223,64,65.35,941,1440,-0.28,0.511,32.704,64,59.12,295,499,55.45,616,1111,0.36236575,-0.683734375,4.09,384,303.1,31518,104,95,70.917,6568,98.236,0.177,13.781,-16.568,30.353,78,-0.13,-6.618,51,0.6613,619,936,-0.29,0.285,14.541,51,58.68%,186,317,0.5825,766,1315,0.38520725,-0.21241025641025643,3.77,211,303.1,31518,104,102,71.05,3931,47.78,0.072,3.658,-10.885,14.541,51,-0.13,-6.618,51,0.6613,619,936,-0.29,0.285,14.541,51,58.68%,186,317,0.5567,432,776,0.36814570999999996,-0.21343137254901962
Adam Schenk,3.77,298,301.0,45752,152,131,71.118,6393,7.575,-0.233,-17.951,-21.995,4.045,77,0.152,11.71,77,64.44,1044,1620,-0.26,0.053,4.045,77,57.99,334,576,56.25,702,1248,0.362475,-0.28564935064935065,3.68,438,301.0,45752,152,45,70.368,8323,50.816,0.694,68.039,34.369,33.673,98,-0.482,-32.784,68,0.6476999999999999,886,1368,-0.28,0.014,0.985,68,59.54%,287,482,0.5525,911,1649,0.35785425,0.35070408163265304,3.77,298,301.0,45752,152,147,71.595,5594,61.992,-0.304,-20.646,-21.633,0.985,68,-0.482,-32.784,68,0.6476999999999999,886,1368,-0.28,0.014,0.985,68,59.54%,287,482,0.6035,659,1092,0.39088695,-0.3181323529411765
Doug Ghim,3.76,256,294.4,38271,130,118,71.056,5935,33.712,-0.157,-10.65,16.875,-27.521,68,0.158,10.747,68,66.47,1005,1512,-0.24,-0.405,-27.521,68,60.95,309,507,64.22,745,1160,0.42687033999999996,0.24816176470588236,3.81,354,294.4,38271,130,98,70.952,6497,101.512,0.297,21.948,38.09,-16.141,74,0.681,40.848,60,0.7051000000000001,825,1170,-0.27,-0.244,-14.64,60,61.74%,213,345,0.6785,880,1297,0.47841035000000004,0.5147297297297297,3.76,256,294.4,38271,130,37,70.452,4733,57.743,0.729,43.75,58.388,-14.64,60,0.681,40.848,60,0.7051000000000001,825,1170,-0.27,-0.244,-14.64,60,61.74%,213,345,0.6604000000000001,630,954,0.4656480400000001,0.9731333333333333
Kevin Streelman,3.76,203,294.8,29771,101,95,70.901,6178,61.254,0.397,31.753,39.024,-7.272,80,0.054,4.34,80,66.48,1053,1584,-0.26,-0.091,-7.272,80,64.41,342,531,69.48,847,1219,0.46190304000000004,0.4878,3.43,329,294.8,29771,101,115,71.149,6791,39.313,0.166,14.113,24.158,-10.039,85,-0.044,-2.029,46,0.6678000000000001,613,918,-0.28,-0.323,-14.854,46,55.74%,170,305,0.5982999999999999,794,1327,0.39954474,0.2842117647058824,3.76,203,294.8,29771,101,144,71.572,3808,56.914,-0.485,-22.301,-7.448,-14.854,46,-0.044,-2.029,46,0.6678000000000001,613,918,-0.28,-0.323,-14.854,46,55.74%,170,305,0.6004999999999999,460,766,0.4010139,-0.16191304347826088
Joel Dahmen,3.75,266,293.9,39971,136,88,70.855,5985,37.633,-0.021,-1.554,7.798,-9.353,74,0.195,14.393,74,67.91,1039,1530,-0.28,-0.126,-9.353,74,55.4,272,491,67.88,803,1183,0.4609730799999999,0.10537837837837838,3.58,329,293.9,39971,136,97,70.951,6492,35.501,-0.186,-13.556,30.501,-44.051,73,0.389,22.941,59,0.7026,860,1224,-0.25,-0.624,-36.822,59,58.79%,214,364,0.6312,801,1269,0.44348112,0.4178219178082192,3.75,266,293.9,39971,136,127,71.33,4988,76.425,-0.074,-4.372,32.449,-36.822,59,0.389,22.941,59,0.7026,860,1224,-0.25,-0.624,-36.822,59,58.79%,214,364,0.6437,627,974,0.45226362000000003,0.5499830508474576
Mackenzie Hughes,3.75,311,298.1,49484,166,67,70.64,5796,-3.504,0.302,19.949,-13.671,33.621,66,-0.206,-13.611,66,62.8,927,1476,-0.28,0.509,33.621,66,59.74,328,549,57.53,653,1135,0.3612884,-0.20713636363636362,3.78,336,298.1,49484,166,80,70.749,6244,52.705,0.201,14.269,-11.816,26.088,71,-0.275,-21.168,77,0.6238,932,1494,-0.32,0.651,50.112,77,65.30%,367,562,0.5535,683,1234,0.3452733,-0.16642253521126762,3.75,311,298.1,49484,166,39,70.511,5797,55.382,0.535,41.187,-8.926,50.112,77,-0.275,-21.168,77,0.6238,932,1494,-0.32,0.651,50.112,77,65.30%,367,562,0.5505,665,1208,0.3434019,-0.11592207792207793
Andrew Putnam,3.75,266,281.5,37725,134,50,70.468,6578,45.987,0.437,35.415,10.303,25.111,81,0.032,2.566,81,66.55,1126,1692,-0.26,0.31,25.111,81,65.72,372,566,64.54,841,1303,0.42951370000000005,0.12719753086419755,3.73,414,281.5,37725,134,27,70.118,7726,57.099,0.681,61.314,15.114,46.204,90,0.165,10.921,66,0.6866,828,1206,-0.26,0.279,18.435,66,63.23%,239,378,0.6445000000000001,988,1533,0.44251370000000007,0.16793333333333335,3.75,266,281.5,37725,134,105,71.092,4976,71.53,0.199,13.163,-5.273,18.435,66,0.165,10.921,66,0.6866,828,1206,-0.26,0.279,18.435,66,63.23%,239,378,0.6587999999999999,618,938,0.45233207999999997,-0.07989393939393939
Chez Reavie,3.71,208,286.1,29755,104,116,71.039,5999,39.277,-0.184,-13.836,13.783,-27.619,75,0.467,35.008,75,66.54,1018,1530,-0.25,-0.368,-27.619,75,60.35,309,512,70.43,829,1177,0.4686412200000001,0.18377333333333332,3.47,333,286.1,29755,104,154,71.596,6799,74.189,-0.199,-16.935,-6.375,-10.556,85,0.531,24.951,47,0.687,643,936,-0.25,-0.404,-18.978,47,60.07%,176,293,0.6579999999999999,883,1342,0.452046,-0.075,3.71,208,286.1,29755,104,116,71.249,3937,52.93,-0.092,-4.308,14.667,-18.978,47,0.531,24.951,47,0.687,643,936,-0.25,-0.404,-18.978,47,60.07%,176,293,0.6604000000000001,494,748,0.4536948000000001,0.312063829787234
Joseph Bramlett,3.7,233,309.3,37121,120,168,71.619,5745,56.137,-0.54,-36.152,27.535,-63.687,67,0.125,8.395,67,68.86,1004,1458,-0.25,-0.951,-63.687,67,52.86,240,454,52.45,589,1123,0.3611707,0.4109701492537313,3.89,311,309.3,37121,120,68,70.58,5600,46.425,0.454,30.876,51.061,-20.182,68,-0.003,-0.196,57,0.6843,739,1080,-0.27,-0.253,-14.418,57,60.70%,207,341,0.5186,573,1105,0.35487798,0.7508970588235294,3.7,233,309.3,37121,120,90,70.947,4417,52.662,0.194,11.059,25.476,-14.418,57,-0.003,-0.196,57,0.6843,739,1080,-0.27,-0.253,-14.418,57,60.70%,207,341,0.5249,464,884,0.35918907000000005,0.4469473684210526
K.H. Lee,3.7,222,301.6,33777,112,59,70.578,6880,36.609,0.418,35.924,24.764,11.162,86,-0.009,-0.786,86,65.82,1161,1764,-0.29,0.13,11.162,86,59.87,361,603,62.15,854,1374,0.4090712999999999,0.287953488372093,3.81,408,301.6,33777,112,75,70.679,7489,73.702,0.345,28.32,29.138,-0.813,82,-0.372,-18.959,51,0.6577,663,1008,-0.29,0.204,10.379,51,60.58%,209,345,0.5957,884,1484,0.39179189,0.3553414634146342,3.7,222,301.6,33777,112,82,70.901,4199,55.047,0.01,0.5,-9.881,10.379,51,-0.372,-18.959,51,0.6577,663,1008,-0.29,0.204,10.379,51,60.58%,209,345,0.6236,517,829,0.41014172,-0.1937450980392157
Sepp Straka,3.68,276,294.9,44238,150,133,71.119,6940,29.672,-0.029,-2.143,-23.233,21.092,74,-0.247,-18.253,74,66.55,1174,1764,-0.25,0.285,21.092,74,57.97,342,590,59.87,819,1368,0.39843484999999995,-0.31395945945945947,3.88,357,294.9,44238,150,70,70.597,6461,33.939,0.474,36.464,19.838,16.629,77,0.287,18.632,65,0.6748000000000001,911,1350,-0.27,-0.034,-2.227,65,59.45%,261,439,0.6448999999999999,828,1284,0.43517852,0.25763636363636366,3.68,276,294.9,44238,150,87,70.933,5287,32.977,0.158,10.302,12.528,-2.227,65,0.287,18.632,65,0.6748000000000001,911,1350,-0.27,-0.034,-2.227,65,59.45%,261,439,0.701,736,1050,0.47303480000000003,0.19273846153846155
Kurt Kitayama,3.67,246,305.9,40994,134,92,70.882,4937,24.747,0.29,13.318,14.117,-0.798,46,0.149,6.842,46,65.79,829,1260,-0.3,-0.017,-0.798,46,58.47,252,431,51.89,507,977,0.34138431,0.30689130434782613,3.61,260,305.9,40994,134,59,70.534,5087,-8.525,0.125,6.871,15.082,-8.209,55,0.365,21.176,58,0.665,802,1206,-0.29,-0.353,-20.463,58,61.63%,249,404,0.5146000000000001,511,993,0.34220900000000004,0.2742181818181818,3.67,246,305.9,40994,134,46,70.609,4690,40.782,0.477,27.694,48.158,-20.463,58,0.365,21.176,58,0.665,802,1206,-0.29,-0.353,-20.463,58,61.63%,249,404,0.5899,551,934,0.3922835,0.8303103448275863
Justin Rose,3.66,223,297.5,36295,122,43,70.406,3794,7.932,0.505,19.187,2.083,17.104,38,0.065,2.476,38,64.92,631,972,-0.31,0.45,17.104,38,57.77,197,341,61.04,456,747,0.39627168,0.054815789473684214,4.01,273,297.5,36295,122,14,69.693,4740,-0.875,1.193,64.428,42.594,21.837,54,-0.373,-19.795,53,0.633,695,1098,-0.29,0.022,1.161,53,62.53%,252,403,0.6267,591,943,0.39670110000000003,0.7887777777777778,3.66,223,297.5,36295,122,109,71.109,4303,34.659,-0.445,-23.588,-24.748,1.161,53,-0.373,-19.795,53,0.633,695,1098,-0.29,0.022,1.161,53,62.53%,252,403,0.632,541,856,0.400056,-0.4669433962264151
Max Homa,3.65,274,300.6,45087,150,23,69.972,5729,8.691,1.343,94.034,68.221,25.814,70,0.384,26.879,70,65.99,974,1476,-0.31,0.369,25.814,70,59.96,301,502,60.63,696,1148,0.40009737,0.9745857142857144,4.34,373,300.6,45087,150,10,69.516,5951,27.401,1.638,126.105,78.996,47.109,77,0.158,10.29,65,0.6356,858,1350,-0.29,-0.073,-4.748,65,62.20%,306,492,0.6015,723,1202,0.3823134000000001,1.025922077922078,3.65,274,300.6,45087,150,120,71.273,5317,28.438,-0.096,-6.252,-1.505,-4.748,65,0.158,10.29,65,0.6356,858,1350,-0.29,-0.073,-4.748,65,62.20%,306,492,0.5638000000000001,592,1050,0.3583512800000001,-0.023153846153846153
Garrick Higgo,3.63,225,308.5,36398,118,186,72.172,4178,7.952,-0.98,-37.223,-25.712,-11.509,38,-0.155,-5.895,38,63.79,666,1044,-0.27,-0.303,-11.509,38,45.77,173,378,56.97,466,818,0.36341163,-0.6766315789473684,3.94,406,308.5,36398,118,110,71.095,7252,70.77,0.221,19.911,10.823,9.094,90,-0.386,-20.081,52,0.6581999999999999,699,1062,-0.3,0.227,11.811,52,57.85%,210,363,0.5726,820,1432,0.3768853199999999,0.12025555555555556,3.63,225,308.5,36398,118,151,71.654,4373,69.578,-0.535,-27.796,-39.609,11.811,52,-0.386,-20.081,52,0.6581999999999999,699,1062,-0.3,0.227,11.811,52,57.85%,210,363,0.5414,458,846,0.35634947999999994,-0.7617115384615385
Nate Lashley,3.62,192,291.3,29133,100,96,70.902,5321,67.521,0.29,17.718,5.147,12.571,61,0.093,5.684,61,67.69,926,1368,-0.3,0.206,12.571,61,60.63,268,442,63.63,670,1053,0.43071147,0.08437704918032787,4.06,434,291.3,29133,100,86,70.834,7471,108.265,0.351,29.488,23.249,6.245,84,0.182,8.202,45,0.67,603,900,-0.26,0.127,5.719,45,63.30%,188,297,0.6072,906,1492,0.406824,0.27677380952380953,3.62,192,291.3,29133,100,99,71.031,3720,44.618,0.22,9.899,4.179,5.719,45,0.182,8.202,45,0.67,603,900,-0.26,0.127,5.719,45,63.30%,188,297,0.6507,488,750,0.435969,0.09286666666666667
Taylor Moore,3.62,293,305.3,49454,162,104,70.939,5897,61.908,0.123,9.575,11.693,-2.116,78,-0.196,-15.312,78,68.25,1032,1512,-0.28,-0.027,-2.116,78,58.75,282,480,61.76,722,1169,0.421512,0.1499102564102564,3.65,369,305.3,49454,162,64,70.56,7103,23.527,0.349,28.281,-5.243,33.527,81,-0.264,-19.284,73,0.6529,952,1458,-0.28,0.076,5.553,73,59.68%,302,506,0.5590999999999999,781,1397,0.36503639,-0.0647283950617284,3.62,293,305.3,49454,162,111,71.132,5715,46.666,0.008,0.613,-4.94,5.553,73,-0.264,-19.284,73,0.6529,952,1458,-0.28,0.076,5.553,73,59.68%,302,506,0.5752,681,1184,0.37554808000000006,-0.06767123287671234
Seamus Power,3.62,279,298.7,46002,154,37,70.303,5438,45.625,0.55,32.427,15.738,16.687,59,0.013,0.753,59,68.66,964,1404,-0.3,0.283,16.687,59,62.95,277,440,61.8,678,1097,0.42431879999999994,0.2667457627118644,3.85,316,298.7,46002,154,89,70.847,5764,45.417,-0.046,-2.968,-16.102,13.135,65,0.186,13.917,75,0.6709999999999999,930,1386,-0.28,-0.063,-4.713,75,63.60%,290,456,0.5875,675,1149,0.39421249999999997,-0.24772307692307693,3.62,279,298.7,46002,154,68,70.836,5387,67.369,0.193,14.496,19.209,-4.713,75,0.186,13.917,75,0.6709999999999999,930,1386,-0.28,-0.063,-4.713,75,63.60%,290,456,0.6345000000000001,717,1130,0.4257495,0.25612
David Lipsky,3.59,201,288.5,30582,106,82,70.802,6190,40.562,0.346,24.879,27.51,-2.628,72,0.354,25.519,72,68.12,1079,1584,-0.28,-0.036,-2.628,72,56.83,287,505,65.24,794,1217,0.44441488,0.38208333333333333,3.73,384,288.5,30582,106,113,71.14,7259,68.467,-0.21,-16.995,20.785,-37.775,81,0.318,15.924,50,0.6770999999999999,646,954,-0.26,-0.514,-25.689,50,55.19%,170,308,0.6325,900,1423,0.42826574999999995,0.25660493827160497,3.59,201,288.5,30582,106,154,71.817,3970,51.743,-0.472,-23.612,2.074,-25.689,50,0.318,15.924,50,0.6770999999999999,646,954,-0.26,-0.514,-25.689,50,55.19%,170,308,0.5954999999999999,455,764,0.4032130499999999,0.041479999999999996
Kevin Tway,3.59,158,307.2,27030,88,160,71.554,5454,55.634,-0.572,-38.302,-46.934,8.634,67,-0.654,-43.788,67,64.79,898,1386,-0.26,0.129,8.634,67,58.2,284,488,50.79,544,1071,0.32906841000000003,-0.7005074626865672,3.4,343,307.2,27030,88,123,71.279,7102,97.191,-0.231,-18.476,-19.968,1.494,80,-0.499,-17.974,36,0.6894,546,792,-0.29,0.349,12.55,36,60.57%,149,246,0.5259,740,1407,0.36255546000000005,-0.2496,3.59,158,307.2,27030,88,54,70.663,3067,42.18,0.135,4.86,-7.692,12.55,36,-0.499,-17.974,36,0.6894,546,792,-0.29,0.349,12.55,36,60.57%,149,246,0.5763,370,642,0.39730122,-0.21366666666666667
Hayden Buckley,3.57,214,296.4,33784,114,117,71.041,6410,54.692,0.139,10.721,34.414,-23.691,77,0.086,6.624,77,69.54,1139,1638,-0.26,-0.308,-23.691,77,56.71,283,499,67.51,854,1265,0.46946454000000004,0.44693506493506496,3.49,293,296.4,33784,114,94,70.887,5905,49.522,0.023,1.526,-1.793,3.326,65,-0.401,-21.269,53,0.6579,675,1026,-0.26,-0.113,-5.987,53,58.69%,206,351,0.6509,759,1166,0.42822711,-0.027584615384615385,3.57,214,296.4,33784,114,155,71.869,4249,63.166,-0.549,-29.121,-23.136,-5.987,53,-0.401,-21.269,53,0.6579,675,1026,-0.26,-0.113,-5.987,53,58.69%,206,351,0.6426999999999999,527,820,0.42283233,-0.4365283018867924
Cameron Champ,3.57,168,321.0,28246,88,158,71.527,3990,15.53,-0.082,-3.868,4.45,-8.313,47,-0.178,-8.353,47,67.16,677,1008,-0.27,-0.177,-8.313,47,55.59,184,331,57.79,449,777,0.38811764,0.09468085106382979,3.83,299,321.0,28246,88,135,71.445,5510,62.736,-0.453,-26.702,-8.313,-18.386,59,-0.834,-34.18,41,0.6705,531,792,-0.28,0.421,17.276,41,57.85%,151,261,0.5992999999999999,646,1078,0.40183064999999996,-0.14089830508474577,3.57,168,321.0,28246,88,126,71.314,3305,46.738,-0.099,-4.059,-21.338,17.276,41,-0.834,-34.18,41,0.6705,531,792,-0.28,0.421,17.276,41,57.85%,151,261,0.5696,360,632,0.3819168,-0.5204390243902439
Tommy Fleetwood,3.56,253,300.4,42662,142,8,69.653,3909,-8.456,1.05,42.013,27.002,15.011,40,0.181,7.231,40,65.67,662,1008,-0.29,0.375,15.011,40,64.45,223,346,59.36,463,780,0.38981712,0.6750499999999999,3.95,292,300.4,42662,142,7,69.248,5132,-7.649,1.699,105.308,74.738,30.574,62,0.099,6.309,64,0.6729,860,1278,-0.28,0.04,2.574,64,66.03%,276,418,0.6182,633,1024,0.41598678,1.2054516129032258,3.56,253,300.4,42662,142,34,70.442,4964,37.417,0.659,42.157,39.583,2.574,64,0.099,6.309,64,0.6729,860,1278,-0.28,0.04,2.574,64,66.03%,276,418,0.6922,688,994,0.4657813800000001,0.618484375
Luke List,3.56,203,301.9,34421,114,69,70.679,5643,11.346,0.476,30.436,87.726,-57.292,64,0.594,38.039,64,69.72,1004,1440,-0.24,-0.895,-57.292,64,57.34,250,436,55.12,614,1114,0.38429663999999997,1.37071875,3.93,393,301.9,34421,114,102,70.981,7017,81.104,0.164,13.589,65.287,-51.694,83,-0.023,-1.167,51,0.6647,682,1026,-0.29,-0.075,-3.811,51,56.10%,193,344,0.5447,755,1386,0.36206208999999995,0.7865903614457832,3.56,203,301.9,34421,114,146,71.585,4032,48.321,-0.466,-23.741,-19.932,-3.811,51,-0.023,-1.167,51,0.6647,682,1026,-0.29,-0.075,-3.811,51,56.10%,193,344,0.5515,471,854,0.36658205,-0.3908235294117647
C.T. Pan,3.55,167,293.3,27571,94,83,70.803,5777,28.806,0.276,19.592,18.028,1.567,71,0.2,14.228,71,66.53,982,1476,-0.27,0.022,1.567,71,60.12,297,494,62.26,706,1134,0.41421578,0.25391549295774646,3.67,198,293.3,27571,94,91,70.857,3766,60.258,0.015,0.595,4.095,-3.497,39,0.168,7.574,45,0.6714,568,846,-0.26,-0.071,-3.203,45,61.51%,171,278,0.6145,459,747,0.41257530000000003,0.105,3.55,167,293.3,27571,94,58,70.691,3302,20.497,0.461,20.726,23.93,-3.203,45,0.168,7.574,45,0.6714,568,846,-0.26,-0.071,-3.203,45,61.51%,171,278,0.6275999999999999,428,682,0.42137063999999996,0.5317777777777778
Nick Taylor,3.54,255,291.3,40199,138,103,70.93,6224,17.822,-0.072,-4.984,2.057,-7.04,69,0.015,1.05,69,65.21,1033,1584,-0.25,-0.102,-7.04,69,60.07,331,551,58.29,707,1213,0.38010909,0.02981159420289855,4.0,372,291.3,40199,138,40,70.309,6496,42.725,0.67,50.234,32.138,18.099,75,0.236,15.08,64,0.6312,784,1242,-0.27,0.021,1.36,64,60.70%,278,458,0.5849,754,1289,0.36918888,0.42850666666666665,3.54,255,291.3,40199,138,117,71.251,5082,48.036,0.096,6.131,4.771,1.36,64,0.236,15.08,64,0.6312,784,1242,-0.27,0.021,1.36,64,60.70%,278,458,0.6029,580,962,0.38055047999999997,0.074546875
Gary Woodland,3.52,232,310.7,41008,132,48,70.457,4872,-10.486,0.804,45.006,42.831,2.176,56,0.318,17.787,56,66.1,821,1242,-0.25,0.039,2.176,56,61.05,257,421,56.8,543,956,0.37544799999999995,0.7648392857142857,3.67,305,310.7,41008,132,60,70.542,5867,-11.983,0.358,26.493,68.512,-42.014,74,0.129,7.624,59,0.6431,764,1188,-0.28,-0.297,-17.552,59,51.18%,217,424,0.5822999999999999,665,1142,0.37447712999999994,0.9258378378378378,3.52,232,310.7,41008,132,135,71.398,4700,12.241,-0.499,-29.437,-11.886,-17.552,59,0.129,7.624,59,0.6431,764,1188,-0.28,-0.297,-17.552,59,51.18%,217,424,0.5412,525,970,0.34804572,-0.20145762711864407
Emiliano Grillo,3.51,284,292.3,47355,162,107,70.965,5891,70.057,0.448,31.352,32.869,-1.515,70,0.043,3.02,70,67.92,1027,1512,-0.3,-0.022,-1.515,70,57.94,281,485,64.07,747,1166,0.43516344,0.46955714285714284,3.91,442,292.3,47355,162,67,70.579,7925,50.473,0.266,23.431,18.584,4.853,88,0.257,18.728,73,0.6557,956,1458,-0.28,0.057,4.189,73,56.97%,286,502,0.6135,962,1568,0.40227195,0.21118181818181817,3.51,284,292.3,47355,162,108,71.095,5722,36.723,-0.05,-3.667,-7.855,4.189,73,0.257,18.728,73,0.6557,956,1458,-0.28,0.057,4.189,73,56.97%,286,502,0.6364,756,1188,0.41728747999999993,-0.10760273972602741
