PLAYER,AVG_Birdies,# OF BIRDIES,AVG_Driv,TOTAL DISTANCE,TOTAL DRIVES,RANK,Avg Score,TOTAL STROKES,TOTAL ADJUSTMENT,AVG_SG:Tot,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS,AVG_SGAppr,TOTAL SG:APP,MEASURED ROUNDS_SGAppr,%_GIReg,GREENS HIT,# HOLES,RELATIVE/PAR,AVG_PUT,TOTAL SG:PUTTING,MEASURED ROUNDS_PUT,%_Scram,PAR OR BETTER,MISSED GIR,%_Driv_Acc,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Overall_Acc,AVG_SG_Driv
Martin Laird,3.78,208,289.4,29813,103,131,71.355,3871,53.525,-0.295,-13.848,-26.482,12.633,47,-0.441,-20.741,47,0.6688,626,936,-0.26,0.269,12.633,47,62.26%,193,310,0.5859000000000001,457,780,0.39184992,-0.5634468085106383
Brandon Wu,3.78,242,294.1,35592,121,136,71.401,4510,59.652,-0.251,-13.04,-11.075,-1.968,52,-0.011,-0.573,52,0.6629999999999999,728,1098,-0.28,-0.038,-1.968,52,57.84%,214,370,0.6128,554,904,0.40628639999999994,-0.21298076923076922
Chesson Hadley,3.77,211,303.1,31518,104,102,71.05,3931,47.78,0.072,3.658,-10.885,14.541,51,-0.13,-6.618,51,0.6613,619,936,-0.29,0.285,14.541,51,58.68%,186,317,0.5567,432,776,0.36814570999999996,-0.21343137254901962
Adam Schenk,3.77,298,301.0,45752,152,147,71.595,5594,61.992,-0.304,-20.646,-21.633,0.985,68,-0.482,-32.784,68,0.6476999999999999,886,1368,-0.28,0.014,0.985,68,59.54%,287,482,0.6035,659,1092,0.39088695,-0.3181323529411765
Doug Ghim,3.76,256,294.4,38271,130,37,70.452,4733,57.743,0.729,43.75,58.388,-14.64,60,0.681,40.848,60,0.7051000000000001,825,1170,-0.27,-0.244,-14.64,60,61.74%,213,345,0.6604000000000001,630,954,0.4656480400000001,0.9731333333333333
Kevin Streelman,3.76,203,294.8,29771,101,144,71.572,3808,56.914,-0.485,-22.301,-7.448,-14.854,46,-0.044,-2.029,46,0.6678000000000001,613,918,-0.28,-0.323,-14.854,46,55.74%,170,305,0.6004999999999999,460,766,0.4010139,-0.16191304347826088
Sami Valimaki,3.76,192,298.3,28640,96,107,71.094,3589,36.819,0.15,6.748,7.084,-0.337,45,0.13,5.872,45,0.6574,568,864,-0.3,-0.007,-0.337,45,57.77%,171,296,0.6128,440,718,0.40285472,0.1574222222222222
Joel Dahmen,3.75,266,293.9,39971,136,127,71.33,4988,76.425,-0.074,-4.372,32.449,-36.822,59,0.389,22.941,59,0.7026,860,1224,-0.25,-0.624,-36.822,59,58.79%,214,364,0.6437,627,974,0.45226362000000003,0.5499830508474576
Mackenzie Hughes,3.75,311,298.1,49484,166,39,70.511,5797,55.382,0.535,41.187,-8.926,50.112,77,-0.275,-21.168,77,0.6238,932,1494,-0.32,0.651,50.112,77,65.30%,367,562,0.5505,665,1208,0.3434019,-0.11592207792207793
Andrew Putnam,3.75,266,281.5,37725,134,105,71.092,4976,71.53,0.199,13.163,-5.273,18.435,66,0.165,10.921,66,0.6866,828,1206,-0.26,0.279,18.435,66,63.23%,239,378,0.6587999999999999,618,938,0.45233207999999997,-0.07989393939393939
Aaron Baddeley,3.72,223,284.2,32402,114,132,71.384,4223,60.065,-0.131,-6.801,-44.346,37.542,52,-0.305,-15.844,52,0.616,632,1026,-0.3,0.722,37.542,52,67.26%,265,394,0.5528,450,814,0.34052479999999996,-0.8528076923076923
Austin Eckroat,3.72,305,300.6,46888,156,71,70.856,5784,26.192,0.262,18.636,30.034,-11.397,71,0.412,29.244,71,0.6446,905,1404,-0.29,-0.161,-11.397,71,55.91%,279,499,0.6713,729,1086,0.43271997999999995,0.42301408450704225
Jorge Campillo,3.71,193,296.7,30559,103,42,70.563,3636,33.265,0.241,10.14,14.774,-4.634,42,0.157,6.602,42,0.6635,621,936,-0.29,-0.11,-4.634,42,61.27%,193,315,0.6175999999999999,441,714,0.40977759999999996,0.3517619047619047
Chez Reavie,3.71,208,286.1,29755,104,116,71.249,3937,52.93,-0.092,-4.308,14.667,-18.978,47,0.531,24.951,47,0.687,643,936,-0.25,-0.404,-18.978,47,60.07%,176,293,0.6604000000000001,494,748,0.4536948000000001,0.312063829787234
Joseph Bramlett,3.7,233,309.3,37121,120,90,70.947,4417,52.662,0.194,11.059,25.476,-14.418,57,-0.003,-0.196,57,0.6843,739,1080,-0.27,-0.253,-14.418,57,60.70%,207,341,0.5249,464,884,0.35918907000000005,0.4469473684210526
K.H. Lee,3.7,222,301.6,33777,112,82,70.901,4199,55.047,0.01,0.5,-9.881,10.379,51,-0.372,-18.959,51,0.6577,663,1008,-0.29,0.204,10.379,51,60.58%,209,345,0.6236,517,829,0.41014172,-0.1937450980392157
Roger Sloan,3.7,196,290.7,29068,100,134,71.397,3722,62.054,0.232,9.979,3.99,5.988,43,0.091,3.917,43,0.6756,608,900,-0.27,0.139,5.988,43,64.38%,188,292,0.618,461,746,0.41752079999999997,0.09279069767441861
Tyson Alexander,3.69,214,302.8,33313,110,161,72.187,4132,54.87,-0.788,-39.382,-54.873,15.489,50,-0.515,-25.737,50,0.6212,615,990,-0.3,0.31,15.489,50,56.27%,211,375,0.5304,419,790,0.32948447999999997,-1.0974599999999999
Matthieu Pavon,3.69,247,300.9,37915,126,91,70.948,4726,27.527,-0.014,-0.723,-7.324,6.602,53,0.249,13.198,53,0.6596,748,1134,-0.28,0.125,6.602,53,58.55%,226,386,0.6318,556,880,0.41673528,-0.13818867924528302
Sepp Straka,3.68,276,294.9,44238,150,87,70.933,5287,32.977,0.158,10.302,12.528,-2.227,65,0.287,18.632,65,0.6748000000000001,911,1350,-0.27,-0.034,-2.227,65,59.45%,261,439,0.701,736,1050,0.47303480000000003,0.19273846153846155
Tom Whitney,3.68,195,296.1,29609,100,160,72.058,3768,51.1,-0.763,-31.296,-4.387,-26.912,41,0.26,10.664,41,0.6844,616,900,-0.25,-0.656,-26.912,41,54.23%,154,284,0.6194,446,720,0.42391735999999997,-0.10699999999999998
Kurt Kitayama,3.67,246,305.9,40994,134,46,70.609,4690,40.782,0.477,27.694,48.158,-20.463,58,0.365,21.176,58,0.665,802,1206,-0.29,-0.353,-20.463,58,61.63%,249,404,0.5899,551,934,0.3922835,0.8303103448275863
Justin Rose,3.66,223,297.5,36295,122,109,71.109,4303,34.659,-0.445,-23.588,-24.748,1.161,53,-0.373,-19.795,53,0.633,695,1098,-0.29,0.022,1.161,53,62.53%,252,403,0.632,541,856,0.400056,-0.4669433962264151
Max Homa,3.65,274,300.6,45087,150,120,71.273,5317,28.438,-0.096,-6.252,-1.505,-4.748,65,0.158,10.29,65,0.6356,858,1350,-0.29,-0.073,-4.748,65,62.20%,306,492,0.5638000000000001,592,1050,0.3583512800000001,-0.023153846153846153
Daniel Berger,3.63,203,296.3,30811,104,105,71.092,3933,48.133,-0.117,-5.272,25.268,-30.54,45,0.199,8.936,45,0.6838,640,936,-0.25,-0.679,-30.54,45,54.39%,161,296,0.6954,541,778,0.47551452,0.5615111111111111
Kevin Dougherty,3.63,185,317.0,30428,96,152,71.689,3599,57.151,-0.332,-14.276,-1.051,-13.227,43,-0.447,-19.217,43,0.691,597,864,-0.26,-0.308,-13.227,43,57.30%,153,267,0.561,386,688,0.387651,-0.024441860465116278
Garrick Higgo,3.63,225,308.5,36398,118,151,71.654,4373,69.578,-0.535,-27.796,-39.609,11.811,52,-0.386,-20.081,52,0.6581999999999999,699,1062,-0.3,0.227,11.811,52,57.85%,210,363,0.5414,458,846,0.35634947999999994,-0.7617115384615385
Nate Lashley,3.62,192,291.3,29133,100,99,71.031,3720,44.618,0.22,9.899,4.179,5.719,45,0.182,8.202,45,0.67,603,900,-0.26,0.127,5.719,45,63.30%,188,297,0.6507,488,750,0.435969,0.09286666666666667
Taylor Moore,3.62,293,305.3,49454,162,111,71.132,5715,46.666,0.008,0.613,-4.94,5.553,73,-0.264,-19.284,73,0.6529,952,1458,-0.28,0.076,5.553,73,59.68%,302,506,0.5752,681,1184,0.37554808000000006,-0.06767123287671234
Seamus Power,3.62,279,298.7,46002,154,68,70.836,5387,67.369,0.193,14.496,19.209,-4.713,75,0.186,13.917,75,0.6709999999999999,930,1386,-0.28,-0.063,-4.713,75,63.60%,290,456,0.6345000000000001,717,1130,0.4257495,0.25612
Ben Kohles,3.61,249,288.4,37488,130,130,71.35,4862,61.128,-0.357,-20.72,-19.161,-1.562,58,0.017,0.992,58,0.6820999999999999,798,1170,-0.25,-0.027,-1.562,58,56.99%,212,372,0.6976,669,959,0.47583295999999997,-0.3303620689655173
Adrien Dumont de Chassart,3.59,212,302.8,33918,112,157,72.016,4178,70.956,-1.345,-63.224,-55.631,-7.594,47,-0.48,-22.537,47,0.6557999999999999,661,1008,-0.28,-0.162,-7.594,47,53.03%,184,347,0.5349,445,832,0.35078742,-1.1836382978723405
David Lipsky,3.59,201,288.5,30582,106,154,71.817,3970,51.743,-0.472,-23.612,2.074,-25.689,50,0.318,15.924,50,0.6770999999999999,646,954,-0.26,-0.514,-25.689,50,55.19%,170,308,0.5954999999999999,455,764,0.4032130499999999,0.041479999999999996
Kevin Tway,3.59,158,307.2,27030,88,54,70.663,3067,42.18,0.135,4.86,-7.692,12.55,36,-0.499,-17.974,36,0.6894,546,792,-0.29,0.349,12.55,36,60.57%,149,246,0.5763,370,642,0.39730122,-0.21366666666666667
Carl Yuan,3.59,183,310.2,29775,96,158,72.03,3625,48.511,-0.707,-31.794,5.737,-37.534,45,-0.063,-2.85,45,0.6308,545,864,-0.26,-0.834,-37.534,45,58.93%,188,319,0.5681,392,690,0.35835748000000006,0.1274888888888889
Ryan Fox,3.58,222,308.4,38238,124,62,70.742,4383,2.984,0.05,2.641,-7.463,10.106,53,0.082,4.351,53,0.6443000000000001,719,1116,-0.29,0.191,10.106,53,55.67%,221,397,0.5,456,912,0.32215000000000005,-0.14081132075471697
Hayden Buckley,3.57,214,296.4,33784,114,155,71.869,4249,63.166,-0.549,-29.121,-23.136,-5.987,53,-0.401,-21.269,53,0.6579,675,1026,-0.26,-0.113,-5.987,53,58.69%,206,351,0.6426999999999999,527,820,0.42283233,-0.4365283018867924
Cameron Champ,3.57,168,321.0,28246,88,126,71.314,3305,46.738,-0.099,-4.059,-21.338,17.276,41,-0.834,-34.18,41,0.6705,531,792,-0.28,0.421,17.276,41,57.85%,151,261,0.5696,360,632,0.3819168,-0.5204390243902439
Zac Blair,3.56,228,281.1,33731,120,94,70.99,4495,48.367,0.074,4.378,-0.663,5.039,59,-0.012,-0.71,59,0.6444,696,1080,-0.28,0.085,5.039,59,62.24%,239,384,0.669,578,864,0.43110360000000003,-0.01123728813559322
Harris English,3.56,267,299.4,44906,150,74,70.862,5283,31.683,0.278,18.093,-14.596,32.688,65,-0.266,-17.262,65,0.64,864,1350,-0.3,0.503,32.688,65,62.35%,303,486,0.628,677,1078,0.40192,-0.22455384615384616
Tommy Fleetwood,3.56,253,300.4,42662,142,34,70.442,4964,37.417,0.659,42.157,39.583,2.574,64,0.099,6.309,64,0.6729,860,1278,-0.28,0.04,2.574,64,66.03%,276,418,0.6922,688,994,0.4657813800000001,0.618484375
Luke List,3.56,203,301.9,34421,114,146,71.585,4032,48.321,-0.466,-23.741,-19.932,-3.811,51,-0.023,-1.167,51,0.6647,682,1026,-0.29,-0.075,-3.811,51,56.10%,193,344,0.5515,471,854,0.36658205,-0.3908235294117647
C.T. Pan,3.55,167,293.3,27571,94,58,70.691,3302,20.497,0.461,20.726,23.93,-3.203,45,0.168,7.574,45,0.6714,568,846,-0.26,-0.071,-3.203,45,61.51%,171,278,0.6275999999999999,428,682,0.42137063999999996,0.5317777777777778
Erik Barnes,3.54,163,301.6,25031,83,166,72.593,3287,52.272,-2.041,-75.531,-69.825,-5.708,37,-0.535,-19.792,37,0.6217,470,756,-0.24,-0.154,-5.708,37,56.64%,162,286,0.5157,313,607,0.32061069000000003,-1.8871621621621621
Nick Taylor,3.54,255,291.3,40199,138,117,71.251,5082,48.036,0.096,6.131,4.771,1.36,64,0.236,15.08,64,0.6312,784,1242,-0.27,0.021,1.36,64,60.70%,278,458,0.6029,580,962,0.38055047999999997,0.074546875
Gary Woodland,3.52,232,310.7,41008,132,135,71.398,4700,12.241,-0.499,-29.437,-11.886,-17.552,59,0.129,7.624,59,0.6431,764,1188,-0.28,-0.297,-17.552,59,51.18%,217,424,0.5412,525,970,0.34804572,-0.20145762711864407
Emiliano Grillo,3.51,284,292.3,47355,162,108,71.095,5722,36.723,-0.05,-3.667,-7.855,4.189,73,0.257,18.728,73,0.6557,956,1458,-0.28,0.057,4.189,73,56.97%,286,502,0.6364,756,1188,0.41728747999999993,-0.10760273972602741
Victor Perez,3.51,239,301.6,40712,135,19,70.275,4749,29.684,0.489,27.853,20.165,7.69,57,0.285,16.239,57,0.6829999999999999,836,1224,-0.28,0.135,7.69,57,59.79%,232,388,0.6045,567,938,0.4128735,0.3537719298245614
Rickie Fowler,3.5,238,297.7,38698,130,156,72.0,4854,42.002,-0.689,-38.61,-36.219,-2.39,56,-0.296,-16.558,56,0.6308,738,1170,-0.27,-0.043,-2.39,56,56.71%,245,432,0.6012,582,968,0.37923696,-0.6467678571428571
Nicolai Højgaard,3.49,199,309.1,35239,114,124,71.31,4060,4.69,-0.176,-7.898,2.504,-10.401,45,0.359,16.152,45,0.6511,668,1026,-0.26,-0.231,-10.401,45,55.87%,200,358,0.5429999999999999,429,790,0.35354729999999995,0.05564444444444445
Ryan Moore,3.46,211,288.1,33418,116,121,71.288,4298,50.542,0.072,4.078,34.785,-30.709,57,0.431,24.543,57,0.6809999999999999,711,1044,-0.24,-0.539,-30.709,57,62.76%,209,333,0.69,552,800,0.4698899999999999,0.6102631578947367
Adam Svensson,3.45,300,297.4,51739,174,96,70.999,6123,53.929,0.117,9.948,43.296,-33.349,85,0.322,27.395,85,0.6628000000000001,1038,1566,-0.26,-0.392,-33.349,85,61.55%,325,528,0.6369,791,1242,0.42213732000000004,0.5093647058823529
Greyson Sigg,3.44,220,293.0,35159,120,86,70.928,4489,50.376,-0.116,-6.407,28.158,-34.568,55,0.512,28.179,55,0.6990999999999999,755,1080,-0.21,-0.629,-34.568,55,63.38%,206,325,0.6379,546,856,0.44595588999999997,0.5119636363636364
Paul Barjon,3.43,151,311.1,24888,80,169,73.052,3164,50.305,-2.035,-71.221,-60.204,-11.019,35,-0.968,-33.894,35,0.6264,451,720,-0.27,-0.315,-11.019,35,49.07%,132,269,0.5459,333,610,0.34195176,-1.7201142857142857
Peter Malnati,3.43,233,297.1,38621,130,140,71.473,4824,36.134,-0.454,-27.715,-47.152,19.438,61,-0.284,-17.325,61,0.6145,719,1170,-0.27,0.319,19.438,61,58.76%,265,451,0.5257999999999999,489,930,0.3231041,-0.7729836065573771
Brandt Snedeker,3.42,181,282.0,28199,100,167,72.737,3806,49.046,-1.474,-69.275,-67.917,-1.362,47,-0.784,-36.854,47,0.6311,568,900,-0.23,-0.029,-1.362,47,54.82%,182,332,0.6147,461,750,0.38793717,-1.4450425531914894
Will Zalatoris,3.42,226,302.6,37517,124,81,70.893,4657,21.961,0.026,1.424,13.682,-12.257,55,0.254,13.986,55,0.6461,721,1116,-0.25,-0.223,-12.257,55,61.27%,242,395,0.6043999999999999,521,862,0.39050283999999996,0.24876363636363638
Lee Hodges,3.41,259,294.7,43021,146,150,71.645,5379,66.056,-0.399,-27.538,-10.181,-17.357,69,0.223,15.367,69,0.6522,857,1314,-0.25,-0.252,-17.357,69,60.61%,277,457,0.648,696,1074,0.4226256,-0.14755072463768115
Parker Coody,3.4,197,303.9,33124,109,128,71.334,4084,53.352,-0.289,-13.859,-3.153,-10.709,48,0.242,11.593,48,0.6606000000000001,654,990,-0.26,-0.223,-10.709,48,61.90%,208,336,0.5329,405,760,0.35203374000000004,-0.0656875
Callum Tarren,3.36,185,308.6,32092,104,162,72.223,3926,46.258,-1.245,-58.513,-27.814,-30.702,47,-0.232,-10.906,47,0.6420999999999999,601,936,-0.25,-0.653,-30.702,47,52.84%,177,335,0.509,394,774,0.3268289,-0.5917872340425532
Matt Kuchar,3.32,199,288.3,32867,114,75,70.869,4235,17.147,0.22,12.333,-13.815,26.145,56,-0.226,-12.636,56,0.6394,656,1026,-0.27,0.467,26.145,56,59.73%,221,370,0.6496,534,822,0.41535423999999993,-0.24669642857142857
Matt NeSmith,3.31,205,297.7,34236,115,139,71.457,4365,65.344,-0.432,-22.882,-11.71,-11.173,53,-0.126,-6.697,53,0.6925,723,1044,-0.24,-0.211,-11.173,53,57.94%,186,321,0.616,531,862,0.42658,-0.22094339622641512
Ben Taylor,3.24,159,300.6,27652,92,165,72.512,3507,46.111,-1.253,-56.398,-59.375,2.973,45,-0.782,-35.192,45,0.6196,513,828,-0.27,0.066,2.973,45,52.38%,165,315,0.5075,338,666,0.314447,-1.3194444444444444
Tyler Duncan,3.2,179,295.3,30413,103,148,71.609,3954,56.093,-0.636,-28.612,-13.03,-15.582,45,-0.521,-23.461,45,0.6751999999999999,632,936,-0.23,-0.346,-15.582,45,60.86%,185,304,0.6516,490,752,0.4399603199999999,-0.28955555555555557
Ryan Brehm,3.18,156,306.7,28212,92,168,72.808,3521,46.616,-1.406,-54.844,-40.803,-14.044,39,-0.526,-20.503,39,0.6473,536,828,-0.24,-0.36,-14.044,39,54.45%,159,292,0.5438000000000001,360,662,0.35200174,-1.046230769230769
Vincent Norrman,3.0,147,311.0,30476,98,164,72.321,3515,28.712,-1.374,-63.202,-19.341,-43.863,46,-0.313,-14.375,46,0.6825,602,882,-0.19,-0.954,-43.863,46,51.79%,145,280,0.5827,398,683,0.39769275,-0.42045652173913045
