PLAYER,AVG_Birdies,# OF BIRDIES,AVG_Driv,TOTAL DISTANCE,TOTAL DRIVES,RANK,Avg Score,TOTAL STROKES,TOTAL ADJUSTMENT,AVG_SG:Tot,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS,AVG_SGAppr,TOTAL SG:APP,MEASURED ROUNDS_SGAppr,%_GIReg,GREENS HIT,# HOLES,RELATIVE/PAR,AVG_PUT,TOTAL SG:PUTTING,MEASURED ROUNDS_PUT,%_Scram,PAR OR BETTER,MISSED GIR,%_Driv_Acc,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Overall_Acc,AVG_SG_Driv
Justin Lower,4.2,332,295.6,44338,150,47,70.61,5517,61.205,0.318,22.249,-2.904,25.151,70,0.203,14.239,70,0.6896,931,1350,-0.28,0.359,25.151,70,57.52%,241,419,0.5882999999999999,643,1093,0.40569167999999994,-0.041485714285714285
Charley Hoffman,4.19,247,303.4,33984,112,67,70.832,4133,46.079,0.179,9.151,20.433,-11.284,51,0.219,11.161,51,0.6587000000000001,664,1008,-0.31,-0.221,-11.284,51,58.72%,202,344,0.5649000000000001,470,832,0.37209963000000007,0.4006470588235294
Jacob Bridgeman,4.18,251,298.3,33406,112,56,70.676,4172,68.583,0.453,21.282,-2.89,24.171,47,0.156,7.318,47,0.6736,679,1008,-0.31,0.514,24.171,47,62.01%,204,329,0.5709000000000001,475,832,0.38455824000000005,-0.06148936170212766
Sahith Theegala,4.18,372,306.1,54494,178,25,70.351,6213,48.213,1.033,83.654,58.471,25.182,81,0.284,23.029,81,0.6798000000000001,1089,1602,-0.31,0.311,25.182,81,60.82%,312,513,0.5966,741,1242,0.40556868000000007,0.7218641975308642
Justin Thomas,4.18,280,309.8,39034,126,30,70.414,4682,35.72,0.574,32.154,60.081,-27.927,56,0.541,30.314,56,0.6473,734,1134,-0.3,-0.499,-27.927,56,61.00%,244,400,0.5595,489,874,0.36216434999999997,1.072875
Pierceson Coody,4.17,271,310.4,38180,123,118,71.254,4559,72.529,-0.064,-3.373,-30.652,27.278,53,-0.371,-19.655,53,0.6756,754,1116,-0.31,0.515,27.278,53,56.08%,203,362,0.5607,499,890,0.37880892,-0.5783396226415094
Maverick McNealy,4.17,317,303.8,44352,146,15,70.239,5275,63.143,0.97,66.93,40.51,26.42,69,-0.156,-10.793,69,0.6583,865,1314,-0.33,0.383,26.42,69,64.59%,290,449,0.594,619,1042,0.3910302,0.5871014492753623
Sam Ryder,4.16,254,291.4,33224,114,137,71.408,4290,65.912,-0.206,-10.525,-10.444,-0.082,51,0.4,20.414,51,0.6735,691,1026,-0.32,-0.002,-0.082,51,55.52%,186,335,0.6259,512,818,0.42154365,-0.20478431372549022
Ludvig Åberg,4.14,294,310.5,44086,142,11,70.031,4931,41.199,1.138,71.663,62.145,9.519,63,0.45,28.334,63,0.6768000000000001,865,1278,-0.33,0.151,9.519,63,64.16%,265,413,0.6268,623,994,0.4242182400000001,0.9864285714285714
Jhonattan Vegas,4.14,236,312.1,33705,108,29,70.4,3952,60.774,0.492,24.123,45.325,-21.204,49,0.469,22.97,49,0.7293999999999999,709,972,-0.3,-0.433,-21.204,49,55.89%,147,263,0.606,486,802,0.4420164,0.925
Hayden Springer,4.13,227,312.2,32153,103,101,71.047,3851,56.57,0.196,8.801,8.065,0.733,45,-0.145,-6.546,45,0.6784,635,936,-0.3,0.016,0.733,45,59.80%,180,301,0.5594,433,774,0.37949696,0.1792222222222222
Cam Davis,4.12,321,302.6,45388,150,115,71.246,5501,56.222,-0.251,-17.548,-4.674,-12.873,70,-0.046,-3.195,70,0.6378,861,1350,-0.31,-0.184,-12.873,70,57.67%,282,489,0.6109,639,1046,0.38963202,-0.06677142857142858
Max Greyserman,4.12,301,312.2,42770,137,17,70.264,5068,61.248,0.702,42.106,4.577,37.529,60,-0.034,-2.028,60,0.6731,836,1242,-0.32,0.625,37.529,60,62.07%,252,406,0.5803,553,953,0.39059993000000004,0.07628333333333333
Chandler Phillips,4.12,276,294.0,37047,126,43,70.574,4666,62.462,0.421,25.279,6.129,19.149,60,0.16,9.574,60,0.634,719,1134,-0.33,0.319,19.149,60,62.17%,258,415,0.6147,568,924,0.3897198,0.10214999999999999
Thomas Detry,4.1,287,303.3,40641,134,45,70.6,4899,43.003,0.231,15.012,-19.569,34.584,65,-0.196,-12.736,65,0.6335000000000001,764,1206,-0.32,0.532,34.584,65,60.41%,267,442,0.5898,545,924,0.37363830000000003,-0.30106153846153844
Tom Kim,4.1,328,298.7,46002,154,59,70.694,5608,47.533,0.398,27.86,32.873,-5.011,70,0.261,18.279,70,0.6602,915,1386,-0.31,-0.072,-5.011,70,57.96%,273,471,0.6531,704,1078,0.43117662,0.4696142857142857
Davis Thompson,4.09,352,305.8,50143,164,8,70.007,5972,48.606,1.013,73.961,67.699,6.263,73,0.277,20.198,73,0.6801999999999999,1004,1476,-0.3,0.086,6.263,73,59.96%,283,472,0.6085,690,1134,0.4139017,0.9273835616438356
Jason Day,4.08,298,300.8,41515,138,65,70.758,5106,59.335,0.483,28.468,-3.422,31.891,59,-0.343,-20.232,59,0.6345000000000001,788,1242,-0.33,0.541,31.891,59,63.00%,286,454,0.6115999999999999,592,968,0.38806019999999997,-0.058
Zach Johnson,4.08,196,284.3,25016,88,60,70.695,3354,39.381,0.386,15.442,-3.553,18.995,40,-0.165,-6.602,40,0.6679,529,792,-0.25,0.475,18.995,40,61.22%,161,263,0.6589,423,642,0.44007931000000006,-0.088825
Troy Merritt,4.08,257,292.7,35128,120,123,71.302,4418,74.003,-0.066,-3.357,4.367,-7.725,51,0.23,11.738,51,0.6565000000000001,709,1080,-0.31,-0.151,-7.725,51,59.03%,219,371,0.652,562,862,0.4280380000000001,0.08562745098039215
Erik van Rooyen,4.08,290,304.2,40762,134,52,70.651,4946,70.216,0.593,36.78,17.153,19.629,62,0.165,10.242,62,0.6931999999999999,836,1206,-0.31,0.317,19.629,62,57.03%,211,370,0.5814,543,934,0.40302647999999996,0.27666129032258063
Carson Young,4.08,261,296.2,35540,120,87,70.933,4474,65.737,0.166,9.447,9.085,0.36,57,0.131,7.473,57,0.6843,739,1080,-0.28,0.006,0.36,57,57.18%,195,341,0.6873999999999999,609,886,0.47038781999999996,0.15938596491228071
S.H. Kim,4.07,342,303.1,49104,162,112,71.145,5906,70.191,-0.075,-5.468,-42.998,37.53,73,-0.597,-43.585,73,0.6063000000000001,884,1458,-0.35,0.514,37.53,73,59.93%,344,574,0.5486,632,1152,0.33261618000000004,-0.589013698630137
Patrick Cantlay,4.06,280,302.7,39356,130,41,70.549,4820,47.865,0.664,36.529,23.661,12.868,55,0.024,1.329,55,0.6308,738,1170,-0.32,0.234,12.868,55,63.89%,276,432,0.5842,534,914,0.36851336000000007,0.4302
Adam Hadwin,4.06,313,297.6,43454,146,89,70.941,5417,45.46,0.116,7.634,1.923,5.71,66,-0.039,-2.576,66,0.6446,847,1314,-0.3,0.087,5.71,66,56.10%,262,467,0.6179,629,1018,0.39829834,0.029136363636363637
Joe Highsmith,4.06,219,303.8,30076,99,132,71.384,3799,55.736,-0.395,-16.996,1.381,-18.38,43,-0.035,-1.52,43,0.6711,604,900,-0.31,-0.427,-18.38,43,55.07%,163,296,0.5749,430,748,0.38581539,0.03211627906976744
Rory McIlroy,4.06,280,320.2,44183,138,5,69.914,4812,12.037,1.412,87.535,76.789,10.748,62,0.26,16.1,62,0.657,816,1242,-0.33,0.173,10.748,62,64.08%,273,426,0.6029,580,962,0.3961053,1.2385322580645162
Jordan Spieth,4.04,283,306.9,42962,140,70,70.844,4924,35.066,0.265,16.708,17.091,-0.383,63,-0.204,-12.862,63,0.6587000000000001,830,1260,-0.32,-0.006,-0.383,63,53.95%,232,430,0.6245,612,980,0.4113581500000001,0.2712857142857143
Beau Hossler,4.03,278,299.3,38903,130,53,70.658,4815,60.408,0.386,24.339,-4.046,28.385,63,-0.396,-24.941,63,0.6769,792,1170,-0.3,0.451,28.385,63,61.11%,231,378,0.5677,545,960,0.38427612999999994,-0.06422222222222222
Corey Conners,4.02,350,301.2,52414,174,16,70.24,6071,39.92,0.962,75.059,88.174,-13.114,78,0.776,60.501,78,0.7031000000000001,1101,1566,-0.3,-0.168,-13.114,78,56.56%,263,465,0.6429,783,1218,0.45202299000000007,1.1304358974358975
Mac Meissner,4.02,253,300.9,36112,120,40,70.525,4387,56.106,0.673,35.677,37.864,-2.187,53,0.375,19.85,53,0.6806,735,1080,-0.3,-0.041,-2.187,53,61.16%,211,345,0.6103999999999999,542,888,0.41543823999999996,0.7144150943396226
J.T. Poston,4.02,326,291.9,44953,154,72,70.861,5688,51.765,0.18,12.587,-0.283,12.872,70,-0.126,-8.809,70,0.6479,898,1386,-0.3,0.184,12.872,70,59.22%,289,488,0.6570999999999999,711,1082,0.42573509,-0.004042857142857142
Sam Stevens,4.01,313,307.1,45454,148,57,70.688,5434,79.697,0.468,30.404,12.088,18.315,65,-0.294,-19.132,65,0.6884,917,1332,-0.28,0.282,18.315,65,63.37%,263,415,0.5714,616,1078,0.39335176,0.18596923076923075
Chris Kirk,4.0,300,299.1,42467,142,103,71.072,5275,55.385,0.06,3.715,29.0,-25.285,62,0.077,4.751,62,0.6502,831,1278,-0.29,-0.408,-25.285,62,59.73%,267,447,0.6383,637,998,0.41502266,0.46774193548387094
Ben Griffin,3.99,359,294.7,50691,172,23,70.34,6238,92.621,0.603,44.603,24.625,19.979,74,0.311,23.003,74,0.6815000000000001,1055,1548,-0.29,0.27,19.979,74,63.89%,315,493,0.5609000000000001,700,1248,0.3822533500000001,0.3327702702702703
Dylan Wu,3.98,259,294.2,36476,124,97,71.002,4552,63.1,0.294,17.927,8.317,9.608,61,0.366,22.35,61,0.6747,753,1116,-0.29,0.158,9.608,61,60.06%,218,363,0.5792,512,884,0.39078624,0.13634426229508198
Cameron Young,3.98,322,308.9,50036,162,69,70.841,5704,34.136,0.262,18.842,35.736,-16.891,72,0.116,8.381,72,0.6618999999999999,965,1458,-0.3,-0.235,-16.891,72,59.03%,291,493,0.5961,676,1134,0.39455858999999993,0.4963333333333333
Rico Hoey,3.97,250,310.2,37220,120,80,70.886,4403,62.808,0.291,14.837,30.511,-15.677,51,0.185,9.434,51,0.6962999999999999,752,1080,-0.31,-0.307,-15.677,51,59.15%,194,328,0.6002000000000001,533,888,0.41791926,0.5982549019607843
Stephan Jaeger,3.97,290,308.8,42614,138,83,70.904,5131,44.996,0.271,17.096,24.621,-7.523,63,-0.083,-5.228,63,0.6473,804,1242,-0.29,-0.119,-7.523,63,59.13%,259,438,0.5888,597,1014,0.38113024,0.3908095238095238
Si Woo Kim,3.97,345,294.9,48960,166,27,70.365,6069,52.743,0.701,51.852,73.366,-21.513,74,0.486,35.995,74,0.6486,969,1494,-0.3,-0.291,-21.513,74,63.62%,334,525,0.6727,779,1158,0.43631321999999995,0.9914324324324324
Davis Riley,3.97,254,302.8,36940,122,153,71.733,4509,81.904,-0.58,-34.209,-48.498,14.289,59,-0.411,-24.242,59,0.6420999999999999,705,1098,-0.3,0.242,14.289,59,58.52%,230,393,0.5753,504,876,0.36940012999999994,-0.822
Justin Suh,3.97,234,300.6,33666,112,143,71.529,4160,60.196,-0.387,-19.738,-53.256,33.515,51,-0.64,-32.615,51,0.6617000000000001,667,1008,-0.29,0.657,33.515,51,53.96%,184,341,0.6057,487,804,0.40079169000000003,-1.0442352941176472
Nico Echavarria,3.96,269,294.4,37686,128,129,71.337,4767,83.929,-0.336,-18.474,-12.66,-5.817,55,-0.21,-11.55,55,0.6875,792,1152,-0.29,-0.106,-5.817,55,56.94%,205,360,0.6325999999999999,582,920,0.4349125,-0.23018181818181818
Keegan Bradley,3.95,312,305.5,48263,158,63,70.748,5553,36.109,0.34,24.168,34.212,-10.045,71,0.301,21.405,71,0.6709,954,1422,-0.3,-0.141,-10.045,71,56.41%,264,468,0.6255,693,1108,0.41964795,0.48185915492957754
Robby Shelton,3.95,241,290.3,33672,116,125,71.311,4297,52.983,-0.192,-10.957,-11.463,0.503,57,-0.012,-0.675,57,0.6303,658,1044,-0.29,0.009,0.503,57,60.36%,233,386,0.5771000000000001,479,830,0.36374613,-0.20110526315789473
Mark Hubbard,3.94,319,293.9,45261,154,49,70.623,5651,69.425,0.309,21.949,20.186,1.764,71,0.189,13.428,71,0.6638,920,1386,-0.3,0.025,1.764,71,60.52%,282,466,0.6637000000000001,746,1124,0.44056406000000004,0.28430985915492957
Andrew Novak,3.94,264,299.5,38332,128,22,70.336,4646,66.479,0.812,51.134,46.832,4.301,63,0.474,29.882,63,0.7014,808,1152,-0.31,0.068,4.301,63,61.92%,213,344,0.5832999999999999,546,936,0.40912661999999994,0.7433650793650793
Patrick Rodgers,3.94,307,306.4,47804,156,79,70.879,5459,69.583,0.201,15.295,10.705,4.588,76,-0.203,-15.422,76,0.6887000000000001,967,1404,-0.29,0.06,4.588,76,59.73%,261,437,0.5619,626,1114,0.38698053000000004,0.14085526315789473
Adam Scott,3.94,280,307.1,43612,142,6,69.969,4944,23.807,0.938,58.174,33.475,24.698,62,0.114,7.041,62,0.6635,848,1278,-0.31,0.398,24.698,62,62.09%,267,430,0.5828,577,990,0.38668779999999997,0.5399193548387097
Matt Wallace,3.94,248,299.3,35920,120,44,70.584,4382,64.783,0.415,22.846,15.66,7.185,55,0.265,14.598,55,0.6981,754,1080,-0.28,0.131,7.185,55,61.96%,202,326,0.5493,457,832,0.38346633,0.2847272727272727
Kevin Yu,3.93,240,309.4,35268,114,76,70.875,4263,60.359,0.033,1.737,28.261,-26.524,53,0.378,20.013,53,0.7056999999999999,724,1026,-0.25,-0.5,-26.524,53,58.61%,177,302,0.58,493,850,0.4093059999999999,0.5332264150943397
Chris Gotterup,3.92,251,313.9,38299,122,110,71.131,4490,62.38,0.018,0.986,-6.431,7.416,56,-0.459,-25.685,56,0.6658,731,1098,-0.29,0.132,7.416,56,59.67%,219,367,0.4891,426,871,0.32564277999999997,-0.11483928571428571
Robert MacIntyre,3.92,294,304.9,43902,144,18,70.266,5204,65.949,0.725,45.681,25.471,20.21,63,-0.051,-3.199,63,0.6597,855,1296,-0.3,0.321,20.21,63,64.85%,286,441,0.5664,563,994,0.37365408,0.40430158730158733
Matti Schmid,3.92,247,306.1,36427,119,113,71.149,4428,54.381,-0.183,-9.335,-12.285,2.947,51,-0.078,-3.985,51,0.6823999999999999,737,1080,-0.29,0.058,2.947,51,58.02%,199,343,0.5837,516,884,0.39831687999999993,-0.24088235294117646
J.J. Spaun,3.92,239,298.5,36423,122,76,70.875,4268,55.356,0.375,22.12,22.461,-0.342,59,0.502,29.59,59,0.6967,765,1098,-0.29,-0.006,-0.342,59,58.56%,195,333,0.5837,502,860,0.40666378999999997,0.38069491525423726
Rafael Campos,3.91,180,305.4,27792,91,141,71.476,3245,42.892,-0.544,-20.143,-17.397,-2.75,37,0.146,5.42,37,0.6859999999999999,568,828,-0.28,-0.074,-2.75,37,56.54%,147,260,0.5753,382,664,0.3946558,-0.47018918918918917
Lanto Griffin,3.91,219,305.3,31754,104,119,71.255,3927,63.303,-0.142,-6.68,2.814,-9.496,47,0.11,5.184,47,0.7073,662,936,-0.27,-0.202,-9.496,47,54.74%,150,274,0.5792,417,720,0.40966816000000006,0.05987234042553192
Hideki Matsuyama,3.91,274,299.8,41966,140,12,70.109,4874,33.638,1.377,82.632,87.573,-4.941,60,0.492,29.527,60,0.6659,839,1260,-0.29,-0.082,-4.941,60,67.93%,286,421,0.5967,586,982,0.39734253,1.45955
Akshay Bhatia,3.9,347,299.8,51557,172,36,70.448,6225,44.914,0.748,59.102,31.874,27.225,79,0.264,20.842,79,0.6602,1022,1548,-0.3,0.345,27.225,79,61.79%,325,526,0.655,786,1200,0.432431,0.4034683544303797
Patrick Fishburn,3.9,199,308.2,29591,96,85,70.923,3557,60.09,0.557,21.718,15.087,6.63,39,-0.109,-4.242,39,0.7234,625,864,-0.27,0.17,6.63,39,62.76%,150,239,0.597,431,722,0.4318698,0.38684615384615384
Ryo Hisatsune,3.9,273,295.7,38738,131,66,70.804,4898,58.293,0.241,13.722,21.754,-8.033,57,0.215,12.25,57,0.6928,823,1188,-0.27,-0.141,-8.033,57,57.53%,210,365,0.6306,594,942,0.43687968,0.38164912280701757
David Skinns,3.9,238,303.6,35218,116,92,70.956,4266,62.325,0.233,12.355,11.004,1.349,53,0.329,17.44,53,0.705,736,1044,-0.28,0.025,1.349,53,57.14%,176,308,0.5256000000000001,451,858,0.37054800000000004,0.20762264150943396
Shane Lowry,3.89,284,300.4,42049,140,24,70.342,5112,22.963,0.657,40.052,44.712,-4.657,61,0.531,32.407,61,0.6698000000000001,844,1260,-0.3,-0.076,-4.657,61,58.65%,244,416,0.6602,647,980,0.44220196000000006,0.7329836065573772
Ben Silverman,3.89,284,293.1,41034,140,31,70.42,5065,75.675,0.89,56.041,14.89,41.15,63,0.039,2.463,63,0.6944,875,1260,-0.28,0.653,41.15,63,65.97%,254,385,0.6351,616,970,0.44101344000000003,0.23634920634920636
Alejandro Tosti,3.89,218,312.8,33160,106,159,72.044,3985,49.448,-1.124,-56.18,-34.598,-21.583,50,-0.744,-37.206,50,0.6394,610,954,-0.29,-0.432,-21.583,50,50.87%,175,344,0.5025999999999999,382,760,0.3213624399999999,-0.69196
Eric Cole,3.88,376,298.2,55472,186,100,71.045,6831,60.412,0.11,9.145,-10.238,19.382,83,0.099,8.179,83,0.6164999999999999,1032,1674,-0.32,0.234,19.382,83,60.75%,390,642,0.5746,778,1354,0.35424089999999997,-0.12334939759036144
Jake Knapp,3.88,287,309.8,43987,142,145,71.584,5237,60.241,-0.225,-14.85,-10.402,-4.448,66,0.046,3.023,66,0.6534,835,1278,-0.3,-0.067,-4.448,66,54.85%,243,443,0.5648,558,988,0.36904032,-0.15760606060606058
Denny McCarthy,3.88,322,291.3,48358,166,38,70.506,5813,39.034,0.698,53.042,0.92,52.123,76,-0.009,-0.673,76,0.6218,929,1494,-0.32,0.686,52.123,76,65.84%,372,565,0.6236999999999999,726,1164,0.38781666,0.012105263157894737
Aaron Rai,3.88,345,293.8,50537,172,10,70.027,6167,65.43,1.185,88.874,84.793,4.082,75,0.676,50.694,75,0.7158,1108,1548,-0.28,0.054,4.082,75,63.18%,278,440,0.7202,857,1190,0.51551916,1.1305733333333334
Matt Fitzpatrick,3.87,275,299.0,42456,142,64,70.751,4996,27.316,0.406,25.157,-0.656,25.813,62,-0.122,-7.574,62,0.644,823,1278,-0.31,0.416,25.813,62,61.76%,281,455,0.6318,628,994,0.40687920000000005,-0.010580645161290323
Brian Harman,3.87,321,293.5,48729,166,32,70.434,5811,35.034,0.773,58.723,37.474,21.25,76,0.328,24.898,76,0.6533,976,1494,-0.31,0.28,21.25,76,61.58%,319,518,0.6629,769,1160,0.43307257000000005,0.493078947368421
Billy Horschel,3.87,306,299.4,45502,152,4,69.875,5490,30.104,0.731,48.988,19.356,29.631,67,0.007,0.441,67,0.6645,909,1368,-0.3,0.442,29.631,67,63.62%,292,459,0.6376,672,1054,0.42368519999999993,0.2888955223880597
Min Woo Lee,3.86,255,315.5,39122,124,48,70.621,4632,29.002,0.466,25.646,30.691,-5.044,55,-0.254,-13.994,55,0.6478,723,1116,-0.3,-0.092,-5.044,55,55.22%,217,393,0.5870000000000001,506,862,0.38025860000000006,0.5580181818181817
Henrik Norlander,3.86,170,293.2,25799,88,84,70.912,3059,61.148,0.192,6.897,17.876,-10.98,36,0.498,17.918,36,0.7071,560,792,-0.28,-0.305,-10.98,36,66.38%,154,232,0.6547,436,666,0.46293836999999993,0.4965555555555556
Russell Henley,3.85,281,291.3,42534,146,14,70.215,5094,31.679,0.95,60.797,41.349,19.447,64,0.343,21.925,64,0.6498999999999999,854,1314,-0.31,0.304,19.447,64,65.00%,299,460,0.6949,713,1026,0.45161550999999994,0.646078125
Thorbjørn Olesen,3.85,185,302.1,29001,96,93,70.965,3390,16.305,0.101,4.028,-5.992,10.021,40,0.022,0.893,40,0.6377,551,864,-0.3,0.251,10.021,40,56.55%,177,313,0.5545,366,660,0.35360465,-0.1498
Vince Whaley,3.85,200,303.6,28840,95,138,71.44,3651,63.872,-0.565,-22.017,-29.707,7.688,39,-0.348,-13.563,39,0.6343,548,864,-0.29,0.197,7.688,39,61.71%,195,316,0.5014,361,720,0.31803802,-0.7617179487179487
Chad Ramey,3.84,242,293.0,35160,120,122,71.289,4432,59.19,-0.169,-9.277,-28.602,19.322,55,-0.414,-22.745,55,0.6602,713,1080,-0.28,0.351,19.322,55,59.40%,218,367,0.6256,528,844,0.41302112,-0.5200363636363636
Lucas Glover,3.82,279,287.6,41992,146,95,70.993,5146,36.492,0.312,20.6,42.2,-21.602,66,0.511,33.748,66,0.6659,875,1314,-0.29,-0.327,-21.602,66,56.26%,247,439,0.6831,735,1076,0.45487629000000007,0.6393939393939394
Alex Smalley,3.82,214,304.5,31670,104,149,71.641,3946,65.891,-0.671,-30.859,-6.348,-24.513,46,-0.162,-7.468,46,0.688,644,936,-0.27,-0.533,-24.513,46,55.48%,162,292,0.59,459,778,0.40591999999999995,-0.13799999999999998
Alex Noren,3.81,278,295.5,40775,138,7,70.005,5067,43.369,1.011,60.644,47.892,12.753,60,0.286,17.168,60,0.6828,848,1242,-0.27,0.213,12.753,60,67.26%,265,394,0.6378,611,958,0.43548984,0.7982
Christiaan Bezuidenhout,3.8,304,290.7,44184,152,26,70.363,5591,38.057,0.641,46.134,13.072,33.062,72,0.237,17.078,72,0.6206,849,1368,-0.31,0.459,33.062,72,64.93%,337,519,0.5949,630,1059,0.36919494,0.18155555555555555
Nick Hardy,3.8,262,303.2,41535,137,142,71.504,4864,69.783,-0.212,-13.801,-1.153,-12.651,65,0.188,12.198,65,0.6981,867,1242,-0.27,-0.195,-12.651,65,56.80%,213,375,0.5608,572,1020,0.39149448000000003,-0.01773846153846154
Ryan McCormick,3.8,186,306.6,28209,92,163,72.294,3480,62.395,-0.856,-33.369,-37.688,4.317,39,-0.163,-6.36,39,0.657,544,828,-0.28,0.111,4.317,39,55.63%,158,284,0.5015,333,664,0.3294855,-0.9663589743589744
Brendon Todd,3.79,330,280.4,48798,174,78,70.878,6114,52.354,0.115,9.426,-25.924,35.349,82,-0.242,-19.826,82,0.6405,1003,1566,-0.3,0.431,35.349,82,61.28%,345,563,0.6944,843,1214,0.44476319999999997,-0.31614634146341464
